1962,Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,
1962,1,Sun,September 16,boxscore,Chicago Bears,@,San Francisco 49ers,30,14,271,0,193,2,
1962,1,Sun,September 16,boxscore,Cleveland Browns,,New York Giants,17,7,347,1,294,4,
1962,1,Sun,September 16,boxscore,St. Louis Cardinals,@,Philadelphia Eagles,27,21,354,0,285,2,
1962,1,Sun,September 16,boxscore,Detroit Lions,,Pittsburgh Steelers,45,7,395,0,173,2,
1962,1,Sun,September 16,boxscore,Green Bay Packers,,Minnesota Vikings,34,7,308,1,177,7,
1962,1,Sun,September 16,boxscore,Baltimore Colts,,Los Angeles Rams,30,27,259,3,373,3,
1962,1,Sun,September 16,boxscore,Washington Redskins,@,Dallas Cowboys,35,35,286,2,483,3,
1962,2,Sun,September 23,boxscore,New York Giants,@,Philadelphia Eagles,29,13,355,2,418,3,
1962,2,Sun,September 23,boxscore,Baltimore Colts,@,Minnesota Vikings,34,7,348,2,173,3,
1962,2,Sun,September 23,boxscore,Washington Redskins,@,Cleveland Browns,17,16,209,3,355,3,
1962,2,Sun,September 23,boxscore,Green Bay Packers,,St. Louis Cardinals,17,0,334,4,131,5,
1962,2,Sun,September 23,boxscore,Detroit Lions,,San Francisco 49ers,45,24,424,0,342,4,
1962,2,Sun,September 23,boxscore,Chicago Bears,@,Los Angeles Rams,27,23,364,0,398,5,
1962,2,Sun,September 23,boxscore,Pittsburgh Steelers,@,Dallas Cowboys,30,28,354,1,351,2,
1962,3,Sun,September 30,boxscore,New York Giants,@,Pittsburgh Steelers,31,27,427,1,317,3,
1962,3,Sun,September 30,boxscore,Detroit Lions,@,Baltimore Colts,29,20,416,4,258,4,
1962,3,Sun,September 30,boxscore,Washington Redskins,,St. Louis Cardinals,24,14,294,3,351,8,
1962,3,Sun,September 30,boxscore,Philadelphia Eagles,,Cleveland Browns,35,7,398,4,230,6,
1962,3,Sun,September 30,boxscore,Dallas Cowboys,@,Los Angeles Rams,27,17,403,1,274,2,
1962,3,Sun,September 30,boxscore,Green Bay Packers,,Chicago Bears,49,0,409,1,176,5,
1962,3,Sun,September 30,boxscore,San Francisco 49ers,,Minnesota Vikings,21,7,261,2,259,5,
1962,4,Sat,October 6,boxscore,Pittsburgh Steelers,,Philadelphia Eagles,13,7,368,2,197,3,
1962,4,Sun,October 7,boxscore,San Francisco 49ers,@,Baltimore Colts,21,13,335,3,261,2,
1962,4,Sun,October 7,boxscore,Chicago Bears,@,Minnesota Vikings,13,0,249,0,259,5,
1962,4,Sun,October 7,boxscore,Green Bay Packers,,Detroit Lions,9,7,319,4,199,1,
1962,4,Sun,October 7,boxscore,Cleveland Browns,,Dallas Cowboys,19,10,231,2,239,2,
1962,4,Sun,October 7,boxscore,Washington Redskins,,Los Angeles Rams,20,14,349,1,241,2,
1962,4,Sun,October 7,boxscore,New York Giants,@,St. Louis Cardinals,31,14,332,2,224,2,
1962,5,Sun,October 14,boxscore,Pittsburgh Steelers,@,New York Giants,20,17,322,1,291,3,
1962,5,Sun,October 14,boxscore,Dallas Cowboys,,Philadelphia Eagles,41,19,354,1,328,2,
1962,5,Sun,October 14,boxscore,Green Bay Packers,@,Minnesota Vikings,48,21,506,1,306,3,
1962,5,Sun,October 14,boxscore,Washington Redskins,@,St. Louis Cardinals,17,17,321,1,309,2,
1962,5,Sun,October 14,boxscore,Detroit Lions,,Los Angeles Rams,13,10,332,1,186,1,
1962,5,Sun,October 14,boxscore,San Francisco 49ers,@,Chicago Bears,34,27,299,2,467,5,
1962,5,Sun,October 14,boxscore,Baltimore Colts,@,Cleveland Browns,36,14,390,1,236,5,
1962,6,Sun,October 21,boxscore,Green Bay Packers,,San Francisco 49ers,31,13,336,0,182,3,
1962,6,Sun,October 21,boxscore,Cleveland Browns,@,St. Louis Cardinals,34,7,487,0,191,3,
1962,6,Sun,October 21,boxscore,New York Giants,,Detroit Lions,17,14,191,2,278,3,
1962,6,Sun,October 21,boxscore,Washington Redskins,@,Philadelphia Eagles,27,21,325,3,462,7,
1962,6,Sun,October 21,boxscore,Minnesota Vikings,@,Los Angeles Rams,38,14,407,3,170,4,
