1968,Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,
1968,4,Sun,October 6,boxscore,Green Bay Packers,@,Atlanta Falcons,38,7,470,1,154,5,
1968,4,Sun,October 6,boxscore,Baltimore Colts,,Chicago Bears,28,7,460,3,225,1,
1968,4,Sun,October 6,boxscore,Washington Redskins,,Philadelphia Eagles,17,14,320,1,221,4,
1968,4,Sun,October 6,boxscore,New York Giants,,New Orleans Saints,38,21,261,1,314,4,
1968,5,Sun,October 13,boxscore,Atlanta Falcons,,New York Giants,24,21,322,0,421,3,
1968,5,Sun,October 13,boxscore,Washington Redskins,,Pittsburgh Steelers,16,13,294,2,287,3,
1968,5,Sun,October 13,boxscore,Dallas Cowboys,,Philadelphia Eagles,34,14,414,1,164,5,
1968,5,Sun,October 13,boxscore,Los Angeles Rams,@,Green Bay Packers,16,14,190,1,197,5,
1968,5,Sun,October 13,boxscore,Detroit Lions,@,Chicago Bears,28,10,405,1,241,2,
1968,5,Sun,October 13,boxscore,St. Louis Cardinals,@,Cleveland Browns,27,21,282,2,333,2,
1968,5,Sun,October 13,boxscore,New Orleans Saints,,Minnesota Vikings,20,17,207,7,190,4,
1968,5,Sun,October 13,boxscore,Baltimore Colts,@,San Francisco 49ers,42,14,278,1,392,4,
1968,6,Sun,October 20,boxscore,New Orleans Saints,@,Pittsburgh Steelers,16,12,273,1,301,2,
1968,6,Sun,October 20,boxscore,St. Louis Cardinals,,Washington Redskins,41,14,321,1,313,2,
1968,6,Sun,October 20,boxscore,San Francisco 49ers,@,New York Giants,26,10,393,1,272,3,
1968,6,Sun,October 20,boxscore,Dallas Cowboys,@,Minnesota Vikings,20,7,177,2,274,3,
1968,6,Sun,October 20,boxscore,Green Bay Packers,@,Detroit Lions,14,14,213,3,282,4,
1968,6,Sun,October 20,boxscore,Cleveland Browns,@,Baltimore Colts,30,20,305,1,212,5,
1968,6,Sun,October 20,boxscore,Los Angeles Rams,,Atlanta Falcons,27,14,419,4,133,3,
1968,6,Sun,October 20,boxscore,Chicago Bears,@,Philadelphia Eagles,29,16,258,1,190,3,
1968,7,Sun,October 27,boxscore,San Francisco 49ers,@,Detroit Lions,14,7,332,2,219,4,
1968,7,Sun,October 27,boxscore,Chicago Bears,,Minnesota Vikings,26,24,418,1,274,1,
1968,7,Sun,October 27,boxscore,Baltimore Colts,,Los Angeles Rams,27,10,364,4,148,4,
1968,7,Sun,October 27,boxscore,St. Louis Cardinals,,New Orleans Saints,31,17,392,2,301,1,
1968,7,Sun,October 27,boxscore,New York Giants,@,Washington Redskins,13,10,297,2,142,2,
1968,7,Sun,October 27,boxscore,Pittsburgh Steelers,,Philadelphia Eagles,6,3,249,1,287,2,
1968,7,Sun,October 27,boxscore,Cleveland Browns,,Atlanta Falcons,30,7,444,0,284,2,
1968,7,Mon,October 28,boxscore,Green Bay Packers,@,Dallas Cowboys,28,17,322,1,365,4,
1968,8,Sun,November 3,boxscore,St. Louis Cardinals,@,Philadelphia Eagles,45,17,362,1,342,1,
1968,8,Sun,November 3,boxscore,Cleveland Browns,@,San Francisco 49ers,33,21,362,2,311,5,
1968,8,Sun,November 3,boxscore,Minnesota Vikings,,Washington Redskins,27,14,317,3,133,4,
1968,8,Sun,November 3,boxscore,Pittsburgh Steelers,@,Atlanta Falcons,41,21,402,1,343,5,
1968,8,Sun,November 3,boxscore,Dallas Cowboys,@,New Orleans Saints,17,3,405,7,243,4,
1968,8,Sun,November 3,boxscore,Los Angeles Rams,,Detroit Lions,10,7,286,2,216,3,
1968,8,Sun,November 3,boxscore,Baltimore Colts,@,New York Giants,26,0,328,1,215,3,
1968,8,Sun,November 3,boxscore,Chicago Bears,@,Green Bay Packers,13,10,328,3,242,1,
1968,9,Sun,November 10,boxscore,New York Giants,@,Dallas Cowboys,27,21,293,1,349,5,
1968,9,Sun,November 10,boxscore,Chicago Bears,,San Francisco 49ers,27,19,449,1,255,4,
1968,9,Sun,November 10,boxscore,Cleveland Browns,,New Orleans Saints,35,17,467,6,284,3,
1968,9,Sun,November 10,boxscore,Baltimore Colts,@,Detroit Lions,27,10,354,1,308,0,
1968,9,Sun,November 10,boxscore,Washington Redskins,@,Philadelphia Eagles,16,10,267,2,276,2,
1968,9,Sun,November 10,boxscore,Minnesota Vikings,,Green Bay Packers,14,10,226,1,263,4,
1968,9,Sun,November 10,boxscore,Los Angeles Rams,@,Atlanta Falcons,17,10,250,1,232,3,
1968,9,Sun,November 10,boxscore,Pittsburgh Steelers,@,St. Louis Cardinals,28,28,363,0,425,2,
1968,10,Sun,November 17,boxscore,San Francisco 49ers,,Los Angeles Rams,20,20,338,4,399,3,
1968,10,Sun,November 17,boxscore,Atlanta Falcons,@,Chicago Bears,16,13,300,1,302,2,
1968,10,Sun,November 17,boxscore,Minnesota Vikings,@,Detroit Lions,13,6,252,3,131,1,
1968,10,Sun,November 17,boxscore,New York Giants,,Philadelphia Eagles,7,6,274,2,107,3,
1968,10,Sun,November 17,boxscore,Cleveland Browns,@,Pittsburgh Steelers,45,24,399,3,353,7,
1968,10,Sun,November 17,boxscore,Baltimore Colts,,St. Louis Cardinals,27,0,426,3,202,5,
1968,10,Sun,November 17,boxscore,Green Bay Packers,,New Orleans Saints,29,7,289,2,136,4,
1968,10,Sun,November 17,boxscore,Dallas Cowboys,@,Washington Redskins,44,24,515,2,289,2,
1968,11,Sun,November 24,boxscore,Los Angeles Rams,,New York Giants,24,21,311,4,273,3,
1968,11,Sun,November 24,boxscore,Green Bay Packers,@,Washington Redskins,27,7,388,3,167,3,
1968,11,Sun,November 24,boxscore,Dallas Cowboys,@,Chicago Bears,34,3,343,2,147,3,
1968,11,Sun,November 24,boxscore,St. Louis Cardinals,,Atlanta Falcons,17,12,260,3,162,1,
1968,11,Sun,November 24,boxscore,New Orleans Saints,@,Detroit Lions,20,20,262,3,274,2,
1968,11,Sun,November 24,boxscore,Baltimore Colts,,Minnesota Vikings,21,9,413,3,229,2,
1968,11,Sun,November 24,boxscore,San Francisco 49ers,@,Pittsburgh Steelers,45,28,399,1,351,5,
1968,11,Sun,November 24,boxscore,Cleveland Browns,,Philadelphia Eagles,47,13,438,0,342,6,
1968,12,Thu,November 28,boxscore,Philadelphia Eagles,@,Detroit Lions,12,0,161,1,168,4,
1968,12,Thu,November 28,boxscore,Dallas Cowboys,,Washington Redskins,29,20,285,1,248,5,
1968,12,Sun,December 1,boxscore,Baltimore Colts,,Atlanta Falcons,44,0,386,1,143,6,
1968,12,Sun,December 1,boxscore,Los Angeles Rams,@,Minnesota Vikings,31,3,324,2,127,5,
1968,12,Sun,December 1,boxscore,San Francisco 49ers,,Green Bay Packers,27,20,352,1,217,1,
1968,12,Sun,December 1,boxscore,St. Louis Cardinals,@,Pittsburgh Steelers,20,10,322,2,167,3,
1968,12,Sun,December 1,boxscore,Chicago Bears,@,New Orleans Saints,23,17,259,3,292,5,
1968,12,Sun,December 1,boxscore,Cleveland Browns,,New York Giants,45,10,378,2,182,5,
1968,13,Sat,December 7,boxscore,Baltimore Colts,@,Green Bay Packers,16,3,242,2,163,5,
1968,13,Sun,December 8,boxscore,Cleveland Browns,@,Washington Redskins,24,21,354,3,326,3,
1968,13,Sun,December 8,boxscore,Detroit Lions,@,Atlanta Falcons,24,7,342,1,230,4,
1968,13,Sun,December 8,boxscore,St. Louis Cardinals,@,New York Giants,28,21,351,3,441,2,
1968,13,Sun,December 8,boxscore,Chicago Bears,@,Los Angeles Rams,17,16,248,2,210,2,
1968,13,Sun,December 8,boxscore,Philadelphia Eagles,,New Orleans Saints,29,17,318,2,311,1,
1968,13,Sun,December 8,boxscore,Dallas Cowboys,,Pittsburgh Steelers,28,7,341,2,313,1,
1968,13,Sun,December 8,boxscore,Minnesota Vikings,@,San Francisco 49ers,30,20,247,1,280,3,
1968,14,Sat,December 14,boxscore,St. Louis Cardinals,,Cleveland Browns,27,16,324,0,318,0,
1968,14,Sun,December 15,boxscore,Dallas Cowboys,@,New York Giants,28,10,320,3,319,1,
1968,14,Sun,December 15,boxscore,Washington Redskins,,Detroit Lions,14,3,208,2,368,4,
1968,14,Sun,December 15,boxscore,Baltimore Colts,@,Los Angeles Rams,28,24,208,2,312,1,
1968,14,Sun,December 15,boxscore,Green Bay Packers,@,Chicago Bears,28,27,316,1,291,3,
1968,14,Sun,December 15,boxscore,Minnesota Vikings,@,Philadelphia Eagles,24,17,280,2,286,2,
1968,14,Sun,December 15,boxscore,San Francisco 49ers,@,Atlanta Falcons,14,12,458,4,150,2,
1968,14,Sun,December 15,boxscore,New Orleans Saints,,Pittsburgh Steelers,24,14,343,0,350,4,
1968,,,Playoffs,,,,,,,,,,,
1968,Division,Sat,December 21,boxscore,Cleveland Browns,,Dallas Cowboys,31,20,280,2,286,4,
1968,Division,Sun,December 22,boxscore,Baltimore Colts,,Minnesota Vikings,24,14,295,2,351,3,
1968,Champ,Sun,December 29,boxscore,Baltimore Colts,@,Cleveland Browns,34,0,353,2,173,3,
1968,SuperBowl,Sun,January 12,boxscore,New York Jets,N,Baltimore Colts,16,7,337,1,324,5,
