1968,Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,
1968,1,Sat,September 14,boxscore,Minnesota Vikings,,Atlanta Falcons,47,7,404,2,234,4,
1968,1,Sun,September 15,boxscore,Green Bay Packers,,Philadelphia Eagles,30,13,378,1,278,1,
1968,1,Sun,September 15,boxscore,Dallas Cowboys,,Detroit Lions,59,13,542,0,257,4,
1968,1,Sun,September 15,boxscore,New York Giants,@,Pittsburgh Steelers,34,20,331,2,324,4,
1968,1,Sun,September 15,boxscore,Baltimore Colts,,San Francisco 49ers,27,10,346,1,272,3,
1968,1,Sun,September 15,boxscore,Washington Redskins,@,Chicago Bears,38,28,337,1,316,3,
1968,1,Sun,September 15,boxscore,Cleveland Browns,@,New Orleans Saints,24,10,338,3,208,3,
1968,1,Mon,September 16,boxscore,Los Angeles Rams,@,St. Louis Cardinals,24,13,238,1,244,3,
1968,2,Sun,September 22,boxscore,Detroit Lions,,Chicago Bears,42,0,468,2,167,10,
1968,2,Sun,September 22,boxscore,New Orleans Saints,,Washington Redskins,37,17,366,3,228,3,
1968,2,Sun,September 22,boxscore,Minnesota Vikings,@,Green Bay Packers,26,13,242,1,242,2,
1968,2,Sun,September 22,boxscore,Dallas Cowboys,,Cleveland Browns,28,7,346,1,250,2,
1968,2,Sun,September 22,boxscore,New York Giants,@,Philadelphia Eagles,34,25,377,1,326,3,
1968,2,Sun,September 22,boxscore,Baltimore Colts,@,Atlanta Falcons,28,20,388,6,250,2,
1968,2,Sun,September 22,boxscore,San Francisco 49ers,,St. Louis Cardinals,35,17,395,3,228,4,
1968,2,Sun,September 22,boxscore,Los Angeles Rams,,Pittsburgh Steelers,45,10,378,0,258,3,
1968,3,Sun,September 29,boxscore,Dallas Cowboys,@,Philadelphia Eagles,45,13,418,2,263,7,
1968,3,Sun,September 29,boxscore,San Francisco 49ers,,Atlanta Falcons,28,13,374,1,227,1,
1968,3,Sun,September 29,boxscore,Los Angeles Rams,@,Cleveland Browns,24,6,364,2,129,3,
1968,3,Sun,September 29,boxscore,Baltimore Colts,@,Pittsburgh Steelers,41,7,276,1,213,4,
1968,3,Sun,September 29,boxscore,New York Giants,,Washington Redskins,48,21,377,1,376,5,
1968,3,Sun,September 29,boxscore,Detroit Lions,@,Green Bay Packers,23,17,343,1,324,3,
1968,3,Sun,September 29,boxscore,Chicago Bears,@,Minnesota Vikings,27,17,409,2,279,3,
1968,3,Sun,September 29,boxscore,St. Louis Cardinals,@,New Orleans Saints,21,20,219,1,323,1,
1968,4,Sat,October 5,boxscore,Cleveland Browns,,Pittsburgh Steelers,31,24,374,3,272,2,
1968,4,Sun,October 6,boxscore,Dallas Cowboys,@,St. Louis Cardinals,27,10,297,1,251,2,
1968,4,Sun,October 6,boxscore,Minnesota Vikings,,Detroit Lions,24,10,265,0,247,1,
1968,4,Sun,October 6,boxscore,Los Angeles Rams,,San Francisco 49ers,24,10,275,2,158,1,
