Year,Week,Day,Date,,Winner/tie,H,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,Tm,W,L,T,W-L%,PF,PA,PD,MoV,SoS,SRS,OSRS,DSRS,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%,EXP,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,EXP,Rk,Tm,G,Att,Yds,TD,Lng,Y/A,Y/G,Fmb,EXP,Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd,Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P,Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts,Tm,W,L,T,W-L%,PF,PA,PD,MoV,SoS,SRS,OSRS,DSRS,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%,EXP,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,EXP,Rk,Tm,G,Att,Yds,TD,Lng,Y/A,Y/G,Fmb,EXP,Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd,Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P,Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
2007,4,Sun,September 30,boxscore,Kansas City Chiefs,A,San Diego Chargers,30,16,390,2,333,4,Kansas City Chiefs,4,12,0,0.25,226,335,-109,-6.8,1.4,-5.5,-7.4,1.9,31,Kansas City Chiefs,16,226,4429,1001,4.4,33,13,255,335,563,3181,17,20,5.1,171,383,1248,6,3.3,66,101,697,18,21.6,15.5,-138.48,20,Kansas City Chiefs,16,335,563,59.5,3181,17,3,20,3.6,58,6.3,5.3,10.5,198.8,73,,55,344,5.1,4.2,8.9,2,3,-60.38,32,Kansas City Chiefs,16,383,1248,6,54,3.3,78,22,-62.24,11,Kansas City Chiefs,16,40,302,0,22,7.6,67,1286,0,39,19.2,6402,12,Kansas City Chiefs,16,,,4,4,13,9,9,6,1,,27,19,70.4%,21,21,100.0%,96,4367,81,1,45.5,31,Kansas City Chiefs,16,6,17,,,1,,,24,1,3,21,21,19,27,1,226,14.1,6,Kansas City Chiefs,16,194,1028,21.6,15.5,5.3,22.8,Own 28.1,2:29,1.12,San Diego Chargers,11,5,0,0.688,412,284,128,8,0.8,8.8,4.3,4.5,5,San Diego Chargers,16,412,5044,980,5.1,24,8,278,281,471,3005,22,16,6.1,158,485,2039,19,4.2,104,94,761,16,34,12.6,8.78,26,San Diego Chargers,16,281,471,59.7,3005,22,4.7,16,3.4,49,6.7,6.1,11.3,187.8,81.3,,24,170,6.1,5.5,4.8,2,2,51.64,7,San Diego Chargers,16,485,2039,19,74,4.2,127.4,17,-32.75,31,San Diego Chargers,16,32,281,1,45,8.8,48,1224,1,89,25.5,6747,4,San Diego Chargers,16,,,11,11,6,5,8,7,2,1,27,24,88.9%,46,46,100.0%,82,3781,70,1,46.1,5,San Diego Chargers,16,19,22,1,1,3,2,1,49,,1,46,46,24,27,,412,25.8,11,San Diego Chargers,16,191,1008,34,12.6,5.3,26.4,Own 31.8,2:31,1.88
2007,4,Sun,September 30,boxscore,Detroit Lions,H,Chicago Bears,37,27,310,2,303,3,Detroit Lions,7,9,0,0.438,346,444,-98,-6.1,2.6,-3.6,1.4,-5,16,Detroit Lions,16,346,5166,965,5.4,36,14,303,368,587,3878,19,22,6,203,324,1288,13,4,73,100,676,27,32.3,18.5,-42.6,9,Detroit Lions,16,368,587,62.7,3878,19,3.2,22,3.7,91,7.2,6.1,11.5,242.4,79.4,,54,338,6,5.1,8.4,2,3,0.43,31,Detroit Lions,16,324,1288,13,53,4,80.5,35,-31.73,25,Detroit Lions,16,18,148,0,18,8.2,72,1628,1,74,22.6,7315,19,Detroit Lions,16,1,1,5,4,12,10,13,11,4,3,35,29,82.9%,36,35,97.2%,68,3010,58,0,44.3,16,Detroit Lions,16,13,19,,1,,3,1,37,,1,35,36,29,35,1,346,21.6,17,Detroit Lions,16,189,1000,32.3,18.5,5.3,27.3,Own 29.7,2:21,1.65,Chicago Bears,7,9,0,0.438,334,348,-14,-0.9,2.1,1.2,-0.2,1.4,20,Chicago Bears,16,334,4692,1035,4.5,34,13,266,327,569,3362,18,21,5.5,168,423,1330,8,3.1,74,111,839,24,27.8,15.1,-141.68,15,Chicago Bears,16,327,569,57.5,3362,18,3.2,21,3.7,81,6.5,5.5,11.3,210.1,72.2,,43,339,5.5,4.5,7,4,4,-54.66,30,Chicago Bears,16,423,1330,8,43,3.1,83.1,34,-72.35,7,Chicago Bears,16,44,651,4,89,14.8,67,1234,2,97,18.4,7222,2,Chicago Bears,16,,,7,7,13,12,14,12,2,,36,31,86.1%,33,33,100.0%,94,3934,60,0,41.9,20,Chicago Bears,16,8,18,4,2,,1,1,34,1,1,33,33,31,36,1,334,20.9,1,Chicago Bears,16,205,1071,27.8,15.1,5.2,22.8,Own 34.5,2:13,1.34
2007,4,Sun,September 30,boxscore,Atlanta Falcons,H,Houston Texans,26,16,304,0,398,2,Atlanta Falcons,4,12,0,0.25,259,414,-155,-9.7,-0.9,-10.6,-5.8,-4.8,29,Atlanta Falcons,16,259,4813,987,4.9,24,9,248,336,555,3293,18,15,5.5,161,385,1520,7,3.9,73,105,891,14,26.3,12.4,-123.5,18,Atlanta Falcons,16,336,555,60.5,3293,18,3.2,15,2.7,74,6.4,5.9,10.6,205.8,78.9,,47,280,5.5,4.9,7.8,1,2,-55.7,26,Atlanta Falcons,16,385,1520,7,67,3.9,95,18,-50.66,10,Atlanta Falcons,16,36,228,0,23,6.3,72,1781,0,76,24.7,7155,8,Atlanta Falcons,16,,,10,9,12,12,10,5,,,34,26,76.5%,25,25,100.0%,88,3824,63,0,43.5,29,Atlanta Falcons,16,7,18,,,1,,,26,,1,25,25,26,34,,259,16.2,5,Atlanta Falcons,16,194,1021,26.3,12.4,5.3,24.7,Own 31.0,2:22,1.3,Houston Texans,8,8,0,0.5,379,384,-5,-0.3,0.3,0,2.5,-2.5,12,Houston Texans,16,379,5337,968,5.5,38,17,295,346,529,3751,24,21,6.8,190,417,1586,12,3.8,96,82,636,9,35.5,20.9,8.6,11,Houston Texans,16,346,529,65.4,3751,24,4.5,21,4,77,7.4,6.5,11.3,234.4,86.1,,22,174,6.8,6,4,1,1,15.54,22,Houston Texans,16,417,1586,12,41,3.8,99.1,26,-1.16,12,Houston Texans,16,33,287,0,74,8.7,74,1961,4,104,26.5,7826,31,Houston Texans,16,1,1,7,6,6,6,10,7,5,5,29,25,86.2%,40,40,100.0%,55,2296,59,0,41.7,12,Houston Texans,16,12,24,,4,3,,,43,3,3,40,40,25,29,,379,23.7,28,Houston Texans,16,172,998,35.5,20.9,5.8,30.8,Own 29.6,2:45,1.9
2007,4,Sun,September 30,boxscore,Green Bay Packers,A,Minnesota Vikings,23,16,384,2,382,2,Green Bay Packers,13,3,0,0.813,435,291,144,9,0,9,5.7,3.3,4,Green Bay Packers,16,435,5931,985,6,24,9,307,383,578,4334,30,15,7.3,210,388,1597,13,4.1,69,113,1006,28,38.9,12.1,101.36,2,Green Bay Packers,16,383,578,66.3,4334,30,5.2,15,2.6,82,7.7,7.6,11.6,270.9,95.9,,19,127,7.3,7.1,3.2,2,4,151.93,21,Green Bay Packers,16,388,1597,13,66,4.1,99.8,25,-42.03,8,Green Bay Packers,16,48,492,2,94,10.3,62,1349,0,67,21.8,7925,5,Green Bay Packers,16,1,1,8,8,11,10,14,9,5,3,39,31,79.5%,48,48,100.0%,62,2753,72,2,44.4,4,Green Bay Packers,16,13,30,2,,3,1,,49,,0,48,48,31,39,,435,27.2,13,Green Bay Packers,16,190,1024,38.9,12.1,5.4,31,Own 31.5,2:33,2.07,Minnesota Vikings,8,8,0,0.5,365,311,54,3.4,0.4,3.8,1.4,2.4,15,Minnesota Vikings,16,365,5379,964,5.6,30,16,294,249,432,2745,12,14,5.8,139,494,2634,22,5.3,131,86,662,24,28.4,15.3,-3.74,28,Minnesota Vikings,16,249,432,57.6,2745,12,2.8,14,3.2,79,6.8,5.9,11.8,171.6,74.2,,38,193,5.8,5,8.1,2,3,-18.07,1,Minnesota Vikings,16,494,2634,22,84,5.3,164.6,27,20.5,27,Minnesota Vikings,16,29,242,0,42,8.3,59,1461,1,104,24.8,7369,11,Minnesota Vikings,16,,,3,3,6,6,11,10,4,1,24,20,83.3%,40,39,97.5%,81,3621,70,0,44.7,15,Minnesota Vikings,16,22,12,,1,2,6,,43,3,3,39,40,20,24,1,365,22.8,12,Minnesota Vikings,16,190,988,28.4,15.3,5.2,28.2,Own 27.7,2:29,1.57
2007,4,Mon,October 1,boxscore,New England Patriots,A,Cincinnati Bengals,34,13,404,1,283,2,New England Patriots,16,0,0,1,589,274,315,19.7,0.4,20.1,15.9,4.2,1,New England Patriots,16,589,6580,1058,6.2,15,6,393,403,586,4731,50,9,7.8,243,451,1849,17,4.1,124,78,690,26,52.7,7.8,310.31,1,New England Patriots,16,403,586,68.8,4731,50,8.5,9,1.5,69,8.3,9.3,12.1,295.7,116,,21,128,7.8,8.8,3.5,4,4,290.16,13,New England Patriots,16,451,1849,17,59,4.1,115.6,14,22.41,26,New England Patriots,16,33,311,0,35,9.4,55,1384,2,108,25.2,8462,13,New England Patriots,16,,,10,10,9,8,5,3,,,24,21,87.5%,74,74,100.0%,45,1862,64,1,41.4,1,New England Patriots,16,17,50,,2,3,3,,75,1,1,74,74,21,24,,589,36.8,31,New England Patriots,16,167,1082,52.7,7.8,6.5,39.3,Own 32.3,3:07,3.19,Cincinnati Bengals,7,9,0,0.438,380,385,-5,-0.3,-2.1,-2.4,1.6,-4,11,Cincinnati Bengals,16,380,5568,1008,5.5,30,10,320,373,575,4012,26,20,6.8,213,416,1556,10,3.7,81,90,670,26,37.9,15.3,30.63,7,Cincinnati Bengals,16,373,575,64.9,4012,26,4.5,20,3.5,70,7.2,6.5,11.1,250.8,86.7,,17,119,6.8,6.1,2.9,2,2,80.79,24,Cincinnati Bengals,16,416,1556,10,45,3.7,97.3,20,-36.71,18,Cincinnati Bengals,16,27,131,0,19,4.9,73,1684,1,100,23.1,7648,27,Cincinnati Bengals,16,1,1,12,11,13,13,7,6,1,,34,31,91.2%,37,37,100.0%,59,2437,55,0,41.3,11,Cincinnati Bengals,16,10,26,,1,2,1,1,41,1,3,37,37,31,34,1,380,23.8,23,Cincinnati Bengals,16,177,1042,37.9,15.3,5.9,31.4,Own 31.1,2:39,1.95
2007,5,Sun,October 7,boxscore,Jacksonville Jaguars,A,Kansas City Chiefs,17,7,357,0,271,1,Jacksonville Jaguars,11,5,0,0.688,411,304,107,6.7,0.1,6.8,4.8,2,6,Jacksonville Jaguars,16,411,5719,1022,5.6,21,13,328,288,469,3328,28,8,6.7,180,522,2391,18,4.6,127,76,594,21,39.6,10.1,120.14,17,Jacksonville Jaguars,16,288,469,61.4,3328,28,6,8,1.7,80,7.5,7.9,12.1,208,97.1,,31,167,6.7,7.1,6.2,3,4,107.68,2,Jacksonville Jaguars,16,522,2391,18,80,4.6,149.4,18,19.5,29,Jacksonville Jaguars,16,32,324,0,56,10.1,49,1110,1,100,22.7,7387,30,Jacksonville Jaguars,16,2,2,9,9,6,6,7,4,,,24,21,87.5%,48,46,95.8%,54,2249,76,0,41.6,6,Jacksonville Jaguars,16,18,28,,1,1,2,,50,1,1,46,48,21,24,,411,25.7,30,Jacksonville Jaguars,16,169,1047,39.6,10.1,6.2,33.8,Own 30.2,3:02,2.28,Kansas City Chiefs,4,12,0,0.25,226,335,-109,-6.8,1.4,-5.5,-7.4,1.9,31,Kansas City Chiefs,16,226,4429,1001,4.4,33,13,255,335,563,3181,17,20,5.1,171,383,1248,6,3.3,66,101,697,18,21.6,15.5,-138.48,20,Kansas City Chiefs,16,335,563,59.5,3181,17,3,20,3.6,58,6.3,5.3,10.5,198.8,73,,55,344,5.1,4.2,8.9,2,3,-60.38,32,Kansas City Chiefs,16,383,1248,6,54,3.3,78,22,-62.24,11,Kansas City Chiefs,16,40,302,0,22,7.6,67,1286,0,39,19.2,6402,12,Kansas City Chiefs,16,,,4,4,13,9,9,6,1,,27,19,70.4%,21,21,100.0%,96,4367,81,1,45.5,31,Kansas City Chiefs,16,6,17,,,1,,,24,1,3,21,21,19,27,1,226,14.1,6,Kansas City Chiefs,16,194,1028,21.6,15.5,5.3,22.8,Own 28.1,2:29,1.12
2007,5,Sun,October 7,boxscore,Houston Texans,H,Miami Dolphins,22,19,352,2,285,1,Houston Texans,8,8,0,0.5,379,384,-5,-0.3,0.3,0,2.5,-2.5,12,Houston Texans,16,379,5337,968,5.5,38,17,295,346,529,3751,24,21,6.8,190,417,1586,12,3.8,96,82,636,9,35.5,20.9,8.6,11,Houston Texans,16,346,529,65.4,3751,24,4.5,21,4,77,7.4,6.5,11.3,234.4,86.1,,22,174,6.8,6,4,1,1,15.54,22,Houston Texans,16,417,1586,12,41,3.8,99.1,26,-1.16,12,Houston Texans,16,33,287,0,74,8.7,74,1961,4,104,26.5,7826,31,Houston Texans,16,1,1,7,6,6,6,10,7,5,5,29,25,86.2%,40,40,100.0%,55,2296,59,0,41.7,12,Houston Texans,16,12,24,,4,3,,,43,3,3,40,40,25,29,,379,23.7,28,Houston Texans,16,172,998,35.5,20.9,5.8,30.8,Own 29.6,2:45,1.9,Miami Dolphins,1,15,0,0.063,267,437,-170,-10.6,2.3,-8.4,-4.1,-4.2,26,Miami Dolphins,16,267,4600,989,4.7,29,13,283,318,558,3031,12,16,5.1,162,389,1569,14,4,107,91,732,14,26.9,16,-69.8,24,Miami Dolphins,16,318,558,57,3031,12,2.2,16,2.9,64,5.9,5.1,10.4,189.4,69.6,,42,288,5.1,4.3,7,1,1,-56.09,23,Miami Dolphins,16,389,1569,14,60,4,98.1,25,-6.25,14,Miami Dolphins,16,24,230,1,87,9.6,78,1552,0,52,19.9,6671,29,Miami Dolphins,16,,,7,7,6,6,9,7,1,1,23,21,91.3%,26,26,100.0%,77,3327,61,0,43.2,26,Miami Dolphins,16,14,12,1,,1,1,,29,2,2,26,26,21,23,,267,16.7,27,Miami Dolphins,16,175,1012,26.9,16,5.8,26,Own 27.7,2:42,1.4
2007,5,Sun,October 7,boxscore,New York Giants,H,New York Jets,35,24,374,2,277,3,New York Giants,10,6,0,0.625,373,351,22,1.4,1.9,3.3,2.8,0.4,14,New York Giants,16,373,5302,1041,5.1,34,14,321,302,544,3154,23,20,5.5,167,469,2148,15,4.6,119,77,652,35,32.3,17.5,-5.3,21,New York Giants,16,302,544,55.5,3154,23,4.2,20,3.7,60,6.2,5.4,11.2,197.1,73,,28,222,5.5,4.7,4.9,5,6,-6.56,4,New York Giants,16,469,2148,15,88,4.6,134.3,26,7.15,9,New York Giants,16,43,319,0,27,7.4,66,1579,1,74,23.9,7521,16,New York Giants,16,1,1,10,9,8,5,8,8,,,27,23,85.2%,42,40,95.2%,72,2905,60,1,40.3,14,New York Giants,16,15,23,,1,2,3,,44,,1,40,42,23,27,,373,23.3,15,New York Giants,16,189,1068,32.3,17.5,5.7,28.1,Own 31.5,2:39,1.77,New York Jets,4,12,0,0.25,268,355,-87,-5.4,1.7,-3.7,-4,0.3,25,New York Jets,16,268,4715,1011,4.7,25,6,286,310,512,3014,15,19,5.3,173,446,1701,6,3.8,92,63,486,21,29.2,14,-69.54,25,New York Jets,16,310,512,60.5,3014,15,2.9,19,3.7,57,6.5,5.4,10.7,188.4,73.9,,53,316,5.3,4.4,9.4,1,2,-42.96,19,New York Jets,16,446,1701,6,49,3.8,106.3,20,-18.4,21,New York Jets,16,20,183,0,33,9.2,74,1695,3,98,22.9,6912,26,New York Jets,16,1,1,11,11,12,10,8,6,4,1,36,29,80.6%,24,23,95.8%,72,3106,62,1,43.1,25,New York Jets,16,6,15,,3,1,,1,26,1,2,23,24,29,36,,268,16.8,29,New York Jets,16,171,1048,29.2,14,6.1,27.5,Own 30.3,2:43,1.37
2007,5,Sun,October 7,boxscore,Baltimore Ravens,A,San Francisco 49ers,9,7,315,0,163,1,Baltimore Ravens,5,11,0,0.313,275,384,-109,-6.8,0.1,-6.7,-5,-1.8,24,Baltimore Ravens,16,275,4832,1042,4.6,40,26,291,341,557,3035,13,14,5.1,175,446,1797,11,4,96,107,873,20,27.4,18.3,-105.93,23,Baltimore Ravens,16,341,557,61.2,3035,13,2.3,14,2.5,79,5.9,5.3,9.7,189.7,75.2,,39,273,5.1,4.5,6.5,0,1,-53.83,16,Baltimore Ravens,16,446,1797,11,46,4,112.3,35,-39,17,Baltimore Ravens,16,35,338,2,75,9.7,65,1525,1,94,23.5,6962,20,Baltimore Ravens,16,1,1,11,11,7,7,12,8,1,,32,27,84.4%,26,26,100.0%,79,3441,64,1,43.6,24,Baltimore Ravens,16,11,13,2,1,,1,,28,,2,26,26,27,32,,275,17.2,18,Baltimore Ravens,16,186,1076,27.4,18.3,5.8,25.9,Own 29.5,2:41,1.34,San Francisco 49ers,5,11,0,0.313,219,364,-145,-9.1,-2.9,-11.9,-9.9,-2,32,San Francisco 49ers,16,219,3797,925,4.1,34,17,218,274,513,2320,15,17,4.1,140,357,1477,8,4.1,65,97,702,13,19.7,15.8,-234.94,32,San Francisco 49ers,16,274,513,53.4,2320,15,2.9,17,3.3,57,5.2,4.3,9.8,145,64.3,,55,365,4.1,3.3,9.7,3,2,-169.61,27,San Francisco 49ers,16,357,1477,8,43,4.1,92.3,36,-51.28,1,San Francisco 49ers,16,56,483,0,51,8.6,73,1702,0,55,23.3,6376,9,San Francisco 49ers,16,1,1,5,5,6,6,5,5,2,,19,17,89.5%,22,22,100.0%,105,4968,74,0,47.3,32,San Francisco 49ers,16,8,15,,,1,,,24,,1,22,22,17,19,1,219,13.7,2,San Francisco 49ers,16,203,944,19.7,15.8,4.7,18.6,Own 32.3,2:08,1.04
2007,5,Sun,October 7,boxscore,San Diego Chargers,A,Denver Broncos,41,3,484,0,296,3,San Diego Chargers,11,5,0,0.688,412,284,128,8,0.8,8.8,4.3,4.5,5,San Diego Chargers,16,412,5044,980,5.1,24,8,278,281,471,3005,22,16,6.1,158,485,2039,19,4.2,104,94,761,16,34,12.6,8.78,26,San Diego Chargers,16,281,471,59.7,3005,22,4.7,16,3.4,49,6.7,6.1,11.3,187.8,81.3,,24,170,6.1,5.5,4.8,2,2,51.64,7,San Diego Chargers,16,485,2039,19,74,4.2,127.4,17,-32.75,31,San Diego Chargers,16,32,281,1,45,8.8,48,1224,1,89,25.5,6747,4,San Diego Chargers,16,,,11,11,6,5,8,7,2,1,27,24,88.9%,46,46,100.0%,82,3781,70,1,46.1,5,San Diego Chargers,16,19,22,1,1,3,2,1,49,,1,46,46,24,27,,412,25.8,11,San Diego Chargers,16,191,1008,34,12.6,5.3,26.4,Own 31.8,2:31,1.88,Denver Broncos,7,9,0,0.438,320,409,-89,-5.6,1.6,-3.9,-0.2,-3.8,21,Denver Broncos,16,320,5541,976,5.7,29,14,305,326,515,3584,21,15,6.6,187,429,1957,10,4.6,96,90,610,22,32.8,14.7,1.5,13,Denver Broncos,16,326,515,63.3,3584,21,4.1,15,2.9,68,7.3,6.8,11.5,224,86.7,,32,175,6.6,6.1,5.9,2,3,36.56,9,Denver Broncos,16,429,1957,10,62,4.6,122.3,30,-26.89,30,Denver Broncos,16,23,209,1,80,9.1,58,1293,0,35,22.3,7254,32,Denver Broncos,16,,,11,11,6,6,12,9,2,1,31,27,87.1%,33,33,100.0%,60,2721,65,2,45.4,21,Denver Broncos,16,10,21,1,,2,,,34,,1,33,33,27,31,1,320,20,24,Denver Broncos,16,177,1007,32.8,14.7,5.7,31.1,Own 28.0,2:40,1.68
2007,5,Sun,October 7,boxscore,Pittsburgh Steelers,H,Seattle Seahawks,21,0,342,0,144,1,Pittsburgh Steelers,10,6,0,0.625,393,269,124,7.8,-2.5,5.2,0.9,4.3,10,Pittsburgh Steelers,16,393,5239,1000,5.2,22,8,298,282,442,3071,34,14,6.3,179,511,2168,9,4.2,108,80,651,11,37.7,11.4,58.06,22,Pittsburgh Steelers,16,282,442,63.8,3071,34,7.7,14,3.2,83,7.7,7.8,12.1,191.9,99.9,,47,347,6.3,6.4,9.6,1,2,99.53,3,Pittsburgh Steelers,16,511,2168,9,45,4.2,135.5,21,-32.69,24,Pittsburgh Steelers,16,39,238,0,49,6.1,52,1145,1,98,22,6971,21,Pittsburgh Steelers,16,,,9,9,10,10,5,4,1,,25,23,92.0%,44,44,100.0%,68,2880,59,0,42.4,10,Pittsburgh Steelers,16,9,34,,1,,2,,46,2,2,44,44,23,25,,393,24.6,26,Pittsburgh Steelers,16,175,1025,37.7,11.4,5.9,29.8,Own 32.4,3:04,2.11,Seattle Seahawks,10,6,0,0.625,393,291,102,6.4,-4.6,1.8,0.8,0.9,9,Seattle Seahawks,16,393,5583,1056,5.3,24,11,323,371,590,3964,30,13,6.3,211,430,1619,9,3.8,93,59,428,19,33.2,11.4,8.97,8,Seattle Seahawks,16,371,590,62.9,3964,30,5.1,13,2.2,65,7.1,7.1,11.3,247.8,91.8,,36,217,6.3,6.4,5.8,3,3,75.61,20,Seattle Seahawks,16,430,1619,9,46,3.8,101.2,21,-60.81,6,Seattle Seahawks,16,58,658,1,94,11.3,53,1173,2,91,22.1,7629,1,Seattle Seahawks,16,,,12,12,5,5,12,8,5,3,34,28,82.4%,43,43,100.0%,86,3436,62,0,40,9,Seattle Seahawks,16,9,30,1,2,1,1,,44,,0,43,43,28,34,1,393,24.6,3,Seattle Seahawks,16,202,1090,33.2,11.4,5.4,27.5,Own 31.7,2:22,1.77
2007,5,Sun,October 7,boxscore,Indianapolis Colts,H,Tampa Bay Buccaneers,33,14,400,1,177,1,Indianapolis Colts,13,3,0,0.813,450,262,188,11.8,0.3,12,6.6,5.4,3,Indianapolis Colts,16,450,5739,1020,5.6,19,5,357,355,551,4033,32,14,7,212,446,1706,19,3.8,119,67,515,26,44.6,11.4,177.78,6,Indianapolis Colts,16,355,551,64.4,4033,32,5.8,14,2.5,73,7.6,7.6,11.8,252.1,96.1,,23,139,7,7,4,1,2,167.7,18,Indianapolis Colts,16,446,1706,19,23,3.8,106.6,14,16.05,32,Indianapolis Colts,16,25,280,1,90,11.2,53,1157,0,47,21.8,7389,24,Indianapolis Colts,16,1,1,15,14,10,8,2,,1,,29,23,79.3%,51,49,96.1%,52,2181,63,0,41.9,3,Indianapolis Colts,16,19,32,1,,1,1,,54,2,3,49,51,23,29,2,450,28.1,32,Indianapolis Colts,16,166,1049,44.6,11.4,6.3,34.6,Own 31.8,2:52,2.57,Tampa Bay Buccaneers,9,7,0,0.563,334,270,64,4,-2.8,1.2,-2.3,3.6,18,Tampa Bay Buccaneers,16,334,5229,975,5.4,20,12,281,316,490,3357,18,8,6.4,162,449,1872,15,4.2,98,81,614,21,33,9.7,-3.17,16,Tampa Bay Buccaneers,16,316,490,64.5,3357,18,3.7,8,1.6,69,7.3,7.3,11.3,209.8,91.7,,36,222,6.4,6.4,6.8,1,2,18.21,11,Tampa Bay Buccaneers,16,449,1872,15,31,4.2,117,18,-8.18,19,Tampa Bay Buccaneers,16,50,334,0,35,6.7,48,1119,1,90,23.3,6940,10,Tampa Bay Buccaneers,16,,,12,11,11,11,7,6,3,,33,28,84.8%,34,34,100.0%,78,3426,61,1,43.9,18,Tampa Bay Buccaneers,16,15,18,,1,1,1,,36,,2,34,34,28,33,,334,20.9,19,Tampa Bay Buccaneers,16,185,1008,33,9.7,5.4,28.2,Own 33.1,2:38,1.7
2007,5,Sun,October 7,boxscore,Washington Redskins,H,Detroit Lions,34,3,366,1,144,2,Washington Redskins,9,7,0,0.563,334,310,24,1.5,3,4.5,0.2,4.3,19,Washington Redskins,16,334,5334,1052,5.1,29,18,307,319,525,3463,18,11,6.3,192,498,1871,15,3.8,103,90,751,12,32.1,15,-56.19,14,Washington Redskins,16,319,525,60.8,3463,18,3.4,11,2.1,54,6.9,6.6,11.4,216.4,84.2,,29,159,6.3,6,5.2,1,2,48.38,12,Washington Redskins,16,498,1871,15,32,3.8,116.9,35,-88.08,13,Washington Redskins,16,40,299,0,62,7.5,65,1544,0,80,23.8,7320,17,Washington Redskins,16,,,10,10,10,8,15,11,,,35,29,82.9%,30,29,96.7%,75,3072,64,0,41,19,Washington Redskins,16,15,18,,,,2,,35,2,5,29,30,29,35,2,334,20.9,8,Washington Redskins,16,193,1087,32.1,15,5.6,27.4,Own 32.0,2:35,1.65,Detroit Lions,7,9,0,0.438,346,444,-98,-6.1,2.6,-3.6,1.4,-5,16,Detroit Lions,16,346,5166,965,5.4,36,14,303,368,587,3878,19,22,6,203,324,1288,13,4,73,100,676,27,32.3,18.5,-42.6,9,Detroit Lions,16,368,587,62.7,3878,19,3.2,22,3.7,91,7.2,6.1,11.5,242.4,79.4,,54,338,6,5.1,8.4,2,3,0.43,31,Detroit Lions,16,324,1288,13,53,4,80.5,35,-31.73,25,Detroit Lions,16,18,148,0,18,8.2,72,1628,1,74,22.6,7315,19,Detroit Lions,16,1,1,5,4,12,10,13,11,4,3,35,29,82.9%,36,35,97.2%,68,3010,58,0,44.3,16,Detroit Lions,16,13,19,,1,,3,1,37,,1,35,36,29,35,1,346,21.6,17,Detroit Lions,16,189,1000,32.3,18.5,5.3,27.3,Own 29.7,2:21,1.65
