year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade,Rnd,Pick,Tm,Name,Pos,Age,To,AP1 Misc,PB Misc,St,CarAV Approx Val,DrAV Approx Val,G,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,Att Rushing,Yds Rushing,TD Rushing,Rec Receiving,Yds Receiving,TD Receiving,Tkl,Int,Sk,College/Univ,Source,PICK,TEAM,PLAYER,POS,COLLEGE,YRS,DOLLARS,S.BONUS,G'TEED,2015 CAP HIT
2015,Lorenzo Doss,Lorenzo,Doss,CB,5,10,70,182,0,0,4.5,0,0,4.26,7.2,33.5,115,9,0,Tulane,,0,0,0,5.6,5,164,DEN,Lorenzo Doss,CB,21,2015,0,0,0,,,4,,,,,,,,,,,,,,,Tulane,College Stats,164,DEN,Lorenzo Doss,CB,Tulane,4,"$2,477,213","$197,213","$197,213","$484,303"
2015,Jamil Douglas,Jamil,Douglas,OG,6,4,76,304,0,0,5.25,0,0,4.75,7.99,29,99,28,0,Arizona State,,0,0,0,5.2,4,114,MIA,Jamil Douglas,G,23,2015,0,0,0,,,12,,,,,,,,,,,,,,,Arizona St.,College Stats,114,MIA,Jamil Douglas,G,Arizona State,4,"$2,798,565","$518,565","$518,565","$564,641"
2015,B.J. Dubose,B.J.,Dubose,OLB,6,4,76,284,0,0,5.06,0,0,0,0,0,0,26,0,Louisville,,0,0,0,5.2,6,193,MIN,B.J. Dubose,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Louisville,College Stats,193,MINfrom KC,B.J. Dubose,DE,Louisville,4,"$2,399,860","$119,860","$119,860","$464,965"
2015,Bud Dupree,Bud,Dupree,OLB,6,4,76,269,0,0,4.56,0,0,0,0,42,138,0,0,Kentucky,,0,0,0,5.9,1,22,PIT,Bud Dupree,OLB,22,2015,0,0,0,,,12,,,,,,,,,,,,15,,4,Kentucky,College Stats,22,PIT,Bud Dupree,OLB,Kentucky,4,"$9,222,282","$4,967,114","$8,631,999","$1,676,778"
2015,Mario Edwards, Mario,Edwards, DT,6,3,75,279,0,0,4.84,0,0,4.55,7.44,32.5,120,32,0,Florida St.,,0,0,0,5.6,2,35,OAK,Mario Edwards,DT,21,2015,0,0,0,,,12,,,,,,,,,,,,28,,2.5,Florida St.,College Stats,35,OAK,Mario Edwards,DE,Florida State,4,"$6,017,162","$2,636,118",-,"$1,094,029"
2015,Ifo Ekpre-Olomu,Ifo,Ekpre-Olomu,CB,5,9,69,192,0,0,0,0,0,0,0,0,0,0,0,Oregon,,0,0,0,5.6,7,241,CLE,Ifo Ekpre-Olomu,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,College Stats,241,CLEfrom ARI,Ifo Ekpre-Olomu,CB,Oregon,4,"$2,337,301","$57,301","$57,301","$449,325"
2015,Kyle Emanuel,Kyle,Emanuel,OLB,6,3,75,255,0,0,4.77,0,0,4.25,7.1,34,120,27,0,North Dakota St.,,0,0,0,5.5,5,153,SDG,Kyle Emanuel,OLB,24,2015,0,0,0,,,12,,,,,,,,,,,,8,1,1,North Dakota St.,,153,SD,Kyle Emanuel,OLB,North Dakota State,4,"$2,498,572","$218,572","$218,572","$489,643"
2015,Cameron Erving,Cameron,Erving,C,6,5,77,313,0,0,5.15,0,0,4.63,7.48,30.5,112,30,0,Florida St.,,0,0,0,5.8,1,19,CLE,Cameron Erving,C,23,2015,0,0,0,,,12,,,,,,,,,,,,,,,Florida St.,College Stats,19,CLEfrom BUF,Cameron Erving,C,Florida State,4,"$9,429,065","$5,117,502","$9,429,065","$1,714,375"
2015,Tayo Fabuluje,Tayo,Fabuluje,OG,6,6,78,353,0,0,5.55,0,0,4.77,0,29.5,0,0,0,TCU,,0,0,0,5.3,6,183,CHI,Tayo Fabuluje,T,24,2015,0,0,0,,,4,,,,,,,,,,,,,,,TCU,College Stats,183,CHI,Tayo Fabuluje,T,Texas Christian,4,"$2,411,364","$131,364","$131,364","$467,841"
2015,Jon Feliciano,Jon,Feliciano,OG,6,4,76,323,0,0,5.33,0,0,4.74,0,26.5,97,0,0,Miami,,0,0,0,4.8,4,128,OAK,Jon Feliciano,G,23,2015,0,0,0,,,3,,,,,,,,,,,,,,,Miami (FL),College Stats,128,"OAKfrom IND 
via TB",Jon Feliciano,G,Miami (FL),4,"$2,740,652","$460,652","$460,652","$550,163"
2015,Jake Fisher,Jake,Fisher,OT,6,6,78,306,0,0,5.01,0,0,4.33,7.25,32.5,0,25,0,Oregon,,0,0,0,5.7,2,53,CIN,Jake Fisher,T,22,2015,0,0,0,,,12,,,,,,,,,1,31,0,,,,Oregon,College Stats,53,CIN,Jake Fisher,LT,Oregon,4,"$4,259,520","$1,357,833","$1,986,448","$774,458"
2015,Ereck Flowers,Ereck,Flowers,OT,6,6,78,329,0,0,5.31,0,0,0,0,0,0,37,0,Miami,,0,0,0,6,1,9,NYG,Ereck Flowers,T,21,2015,0,0,1,,,11,,,,,,,,,1,-11,0,,,,Miami (FL),College Stats,9,NYG,Ereck Flowers,LT,Miami (FL),4,"$14,391,719","$8,726,705","$14,391,719","$2,616,676"
2015,Trey Flowers,Trey,Flowers,DE,6,2,74,266,0,0,4.93,0,0,4.4,7.34,36.5,121,28,0,Arkansas,,0,0,0,5.6,4,101,NWE,Trey Flowers,DE,22,2015,0,0,0,,,1,,,,,,,,,,,,,,,Arkansas,College Stats,101,NEfrom TB,Trey Flowers,DE,Arkansas,4,"$2,838,932","$558,932","$558,932","$574,733"
2015,Jalston Fowler,Jalston,Fowler,FB,5,11,71,254,0,0,4.94,0,0,4.4,7.56,33.5,114,23,0,Alabama,,0,0,0,5.1,4,108,TEN,Jalston Fowler,FB,25,2015,0,0,0,,,12,,,,,,6,13,1,4,36,1,,,,Alabama,,108,TENfrom NYG,Jalston Fowler,FB,Alabama,4,"$2,817,716","$537,716","$537,716","$569,429"
2015,Dante Fowler, Dante,Fowler, OLB,6,3,75,261,0,0,4.6,0,0,4.32,7.4,32.5,112,19,0,Florida,,0,0,0,6.4,1,3,JAX,Dante Fowler,OLB,21,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,3,JAC,Dante Fowler,OLB,Florida,4,"$23,490,253","$15,343,820","$23,490,253","$4,270,955"
2015,Devin Funchess,Devin,Funchess,WR,6,4,76,232,0,0,4.7,0,0,0,0,38.5,122,17,0,Michigan,,0,0,0,5.6,2,41,CAR,Devin Funchess,TE,21,2015,0,0,0,,,12,,,,,,,,,19,298,3,,,,Michigan,College Stats,41,CARfrom STL,Devin Funchess,WR,Michigan,4,"$5,520,887","$2,275,190","$2,961,140","$1,003,797"
2015,Charles Gaines,Charles,Gaines,CB,5,10,70,180,0,0,4.44,0,0,4.2,7.07,34.5,123,0,0,Louisville,,0,0,0,5.5,6,189,CLE,Charles Gaines,CB,22,2015,0,0,0,,,3,,,,,,,,,,,,6,,,Louisville,College Stats,189,CLE,Charles Gaines,CB,Louisville,4,"$2,402,137","$122,137","$122,137","$465,534"
2015,Andy Gallik,Andy,Gallik,C,6,2,74,306,0,0,5.5,0,0,4.58,7.66,27,96,29,0,Boston College,,0,0,0,5.5,6,208,TEN,Andy Gallik,C,24,2015,0,0,0,,,9,,,,,,,,,,,,,,,Boston Col.,College Stats,208,TENfrom NE,Andy Gallik,C,Boston College,4,"$2,381,473","$101,473","$101,473","$460,368"
2015,Max Garcia,Max,Garcia,C,6,4,76,309,0,0,0,0,0,0,0,0,0,0,0,Florida,,0,0,0,5.2,4,133,DEN,Max Garcia,C,,2015,0,0,0,,,11,,,,,,,,,,,,,,,Florida,College Stats,133 (C),DEN,Max Garcia,G,Florida,4,"$2,625,692","$345,692","$345,692","$521,423"
2015,Clayton Geathers,Clayton,Geathers,SS,6,2,74,218,0,0,4.55,0,0,4.27,7.21,37,120,22,0,Central Florida,,0,0,0,5.2,4,109,IND,Clayton Geathers,SS,23,2015,0,0,0,,,11,,,,,,,,,,,,19,,,Central Florida,College Stats,109,"INDfrom STL 
via TB",Clayton Geathers,FS,Central Florida,4,"$2,813,930","$533,930","$533,930","$568,482"
2015,Laurence Gibson,Laurence,Gibson,OT,6,6,78,305,0,0,5.04,0,0,4.56,7.72,33.5,113,24,0,Virginia Tech,,0,0,0,4.9,7,243,DAL,Laurence Gibson,T,24,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,College Stats,243,DALfrom BAL,Laurence Gibson,T,Virginia Tech,4,"$2,336,353","$56,353","$56,353","$449,088"
2015,Mark Glowinski,Mark,Glowinski,OG,6,4,76,307,0,0,5.2,0,0,4.58,7.56,29.5,113,31,0,West Virginia,,0,0,0,5.4,4,134,SEA,Mark Glowinski,G,23,2015,0,0,0,,,5,,,,,,,,,,,,,,,West Virginia,College Stats,134 (C),SEA,Mark Glowinski,G,West Virginia,4,"$2,625,692","$345,692","$345,692","$521,423"
2015,Markus Golden,Markus,Golden,DE,6,2,74,260,0,0,4.9,0,0,0,0,0,0,0,0,Missouri,,0,0,0,5.5,2,58,ARI,Markus Golden,DE,24,2015,0,0,0,,,12,,,,,,,,,,,,14,,2.5,Missouri,College Stats,58,ARIfrom BAL,Markus Golden,OLB,Missouri,4,"$3,918,330","$1,109,695","$1,722,802","$712,424"
2015,Eddie Goldman,Eddie,Goldman,DT,6,4,76,336,0,0,0,0,0,0,0,0,0,0,0,Florida St.,,0,0,0,6.1,2,39,CHI,Eddie Goldman,DT,21,2015,0,0,0,,,12,,,,,,,,,,,,15,,4.5,Florida St.,College Stats,39,CHI,Eddie Goldman,DT,Florida State,4,"$5,686,314","$2,395,501","$3,088,970","$1,033,875"
2015,Senquez Golson,Senquez,Golson,CB,5,9,69,176,0,0,4.46,0,0,4.2,6.81,33.5,120,15,0,Mississippi,,0,0,0,5.8,2,56,PIT,Senquez Golson,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats,56,PIT,Senquez Golson,CB,Mississippi,4,"$4,001,041","$1,169,848","$1,786,713","$727,462"
2015,Melvin Gordon,Melvin,Gordon,RB,6,1,73,215,0,0,4.52,0,0,4.07,7.04,35,126,19,0,Wisconsin,,0,0,0,6.2,1,15,SDG,Melvin Gordon,RB,22,2015,0,0,1,,,12,,,,,,155,565,0,28,158,0,,,,Wisconsin,College Stats,15,SDfrom SF,Melvin Gordon,RB,Wisconsin,4,"$10,669,773","$6,019,835","$10,669,773","$1,939,958"
2015,Doran Grant,Doran,Grant,CB,5,10,70,200,0,0,4.44,0,0,4.33,0,33,116,21,0,Ohio St.,,0,0,0,5.3,4,121,PIT,Doran Grant,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,College Stats,121,PIT,Doran Grant,CB,Ohio State,4,"$2,769,013","$489,013","$489,013","$557,253"
2015,Hroniss Grasu,Hroniss,Grasu,C,6,3,75,297,0,0,0,0,0,0,0,0,0,0,0,Oregon,,0,0,0,5.7,3,71,CHI,Hroniss Grasu,C,24,2015,0,0,0,,,5,,,,,,,,,,,,,,,Oregon,College Stats,71,CHI,Hroniss Grasu,C,Oregon,4,"$3,258,919","$761,919","$761,919","$625,479"
2015,Garrett Grayson,Garrett,Grayson,QB,6,2,74,213,0,0,0,0,0,0,0,0,0,0,0,Colorado St.,,0,0,0,5.4,3,75,NOR,Garrett Grayson,QB,24,2015,0,0,0,,,1,,,,,,,,,,,,,,,Colorado St.,College Stats,75,NO,Garrett Grayson,QB,Colorado State,4,"$3,400,605","$733,167","$733,167","$618,291"
2015,Chaz Green,Chaz,Green,OT,6,5,77,314,0,0,5.16,0,0,4.7,8,29.5,106,21,0,Florida,,0,0,0,5.1,3,91,DAL,Chaz Green,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,91,DAL,Chaz Green,T,Florida,4,"$2,951,326","$624,371","$624,371","$591,092"
2015,Dorial Green-Beckham,Dorial,Green-Beckham,WR,6,5,77,237,0,0,4.49,0,0,4.45,6.89,33.5,119,13,0,Missouri,,0,0,0,5.7,2,40,TEN,Dorial Green-Beckham,WR,22,2015,0,0,0,,,12,,,,,,,,,21,362,3,,,,Oklahoma,College Stats,40,TENfrom NYG,Dorial Green-Beckham,WR,Missouri,4,"$5,603,597","$2,335,344","$3,025,053","$1,018,836"
2015,Rashad Greene,Rashad,Greene,WR,5,11,71,182,0,0,4.53,0,0,4.12,6.88,36.5,122,0,0,Florida St.,,0,0,0,5.7,5,139,JAX,Rashad Greene,WR,23,2015,0,0,0,,,5,,,,,,,,,15,69,2,,,,Florida St.,College Stats,139,JAC,Rashad Greene,WR,Florida State,4,"$2,523,814","$243,814","$243,814","$495,953"
2015,Randy Gregory,Randy,Gregory,OLB,6,5,77,235,0,0,4.64,0,0,0,0,36.5,125,24,0,Nebraska,,0,0,0,6.4,2,60,DAL,Randy Gregory,OLB,22,2015,0,0,0,,,8,,,,,,,,,,,,5,,,Nebraska,College Stats,60,DAL,Randy Gregory,OLB,Nebraska,4,"$3,814,936","$1,034,499","$1,404,499","$693,624"
2015,Geneo Grissom,Geneo,Grissom,DE,6,3,75,262,0,0,4.81,0,0,4.38,7.24,37,117,20,0,Oklahoma,,0,0,0,5.4,3,97,NWE,Geneo Grissom,DE,23,2015,0,0,0,,,12,,,,,,,,,,,,2,,,Oklahoma,College Stats,97 (C),NE,Geneo Grissom,DE,Oklahoma,4,"$2,861,952","$581,952","$581,952","$580,488"
2015,Todd Gurley,Todd,Gurley,RB,6,1,73,222,0,0,0,0,0,0,0,0,0,17,0,Georgia,,0,0,0,6.3,1,10,STL,Todd Gurley,RB,21,2015,0,0,0,,,10,,,,,,173,835,6,17,143,0,,,,Georgia,College Stats,10,STL,Todd Gurley,RB,Georgia,4,"$13,823,183","$8,313,224","$9,376,550","$2,513,306"
2015,Obum Gwacham,Obum,Gwacham,DE,6,5,77,246,0,0,4.72,0,0,4.28,7.28,36,121,22,0,Oregon St.,,0,0,0,5.2,6,209,SEA,Obum Gwacham,DE,24,2015,0,0,0,,,5,,,,,,,,,,,,1,,1.5,Oregon St.,College Stats,209 (C),SEA,Obum Gwacham,DE,Oregon State,4,"$2,370,487","$90,487","$90,487","$457,621"
2015,Bryce Hager,Bryce,Hager,ILB,6,1,73,234,0,0,4.6,0,0,4.36,7.15,35,117,26,0,Baylor,,0,0,0,5.1,7,224,STL,Bryce Hager,ILB,23,2015,0,0,0,,,12,,,,,,,,,,,,,,,Baylor,College Stats,224,"STLfrom CHI 
via NYJ",Bryce Hager,ILB,Baylor,4,"$2,352,141","$72,141","$72,141","$453,035"
2015,Marcus Hardison,Marcus,Hardison,DE,6,3,75,307,0,0,0,0,0,0,0,0,0,27,0,Arizona State,,0,0,0,5.6,4,135,CIN,Marcus Hardison,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.,College Stats,135 (C),CIN,Marcus Hardison,DE,Arizona State,4,"$2,625,692","$345,692","$345,692","$521,423"
2015,Justin Hardy,Justin,Hardy,WR,5,10,70,192,0,0,4.56,0,0,4.21,6.63,36.5,114,11,0,East Carolina,,0,0,0,5.4,4,107,ATL,Justin Hardy,WR,23,2015,0,0,0,,,5,,,,,,,,,11,100,0,,,,East Carolina,College Stats,107,ATL,Justin Hardy,WR,East Carolina,4,"$2,820,821","$540,821","$540,821","$570,205"
2015,Eli Harold,Eli,Harold,OLB,6,3,75,247,0,0,4.6,0,0,4.16,7.07,35,123,0,0,Virginia,,0,0,0,5.9,3,79,SFO,Eli Harold,OLB,21,2015,0,0,0,,,12,,,,,,,,,,,,2,,,Virginia,College Stats,79,SF,Eli Harold,LB,Virginia,4,"$3,168,585","$697,373","$697,373","$624,343"
2015,Jarvis Harrison,Jarvis,Harrison,OG,6,4,76,330,0,0,5.19,0,0,4.62,7.51,29.5,102,26,0,Texas A&M,,0,0,0,5.7,5,152,NYJ,Jarvis Harrison,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M,College Stats,152,NYJfrom HOU,Jarvis Harrison,G,Texas A&M,4,"$2,499,847","$219,847","$219,847","$489,962"
2015,Bobby Hart,Bobby,Hart,OG,6,5,77,329,0,0,0,0,0,0,0,0,0,0,0,Florida St.,,0,0,0,5.1,7,226,NYG,Bobby Hart,G,21,2015,0,0,0,,,5,,,,,,,,,,,,,,,Florida St.,College Stats,226,NYG,Bobby Hart,G,Florida State,4,"$2,351,589","$71,589","$71,589","$452,897"
2015,Rob Havenstein,Rob,Havenstein,OT,6,7,79,321,0,0,5.46,0,0,4.87,8.28,28.5,96,16,0,Wisconsin,,0,0,0,5.8,2,57,STL,Rob Havenstein,T,,2015,0,0,0,,,9,,,,,,,,,,,,,,,Wisconsin,College Stats,57,STLfrom CAR,Rob Havenstein,RT,Wisconsin,4,"$3,970,021","$1,147,288","$1,762,743","$721,822"
2015,Ben Heeney,Ben,Heeney,ILB,6,0,72,231,0,0,4.59,0,0,4,6.68,33.5,120,19,0,Kansas,,0,0,0,5.2,5,140,OAK,Ben Heeney,ILB,22,2015,0,0,0,,,11,,,,,,,,,,,,8,,1.5,Kansas,College Stats,140,OAK,Ben Heeney,ILB,Kansas,4,"$2,522,724","$242,724","$242,724","$495,681"
2015,Amarlo Herrera,Amarlo,Herrera,ILB,6,1,73,244,0,0,4.83,0,0,4.27,7.35,32,111,23,0,Georgia,,0,0,0,5.1,6,207,IND,Amarlo Herrera,ILB,24,2015,0,0,0,,,1,,,,,,,,,,,,,,,Georgia,College Stats,207,INDfrom SEA,Amarlo Herrera,ILB,Georgia,4,"$2,384,656","$104,656","$104,656","$461,164"
2015,Jeff Heuerman,Jeff,Heuerman,TE,6,5,77,254,0,0,0,0,0,0,0,0,0,26,0,Ohio St.,,0,0,0,5.4,3,92,DEN,Jeff Heuerman,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,College Stats,92,DEN,Jeff Heuerman,TE,Ohio State,4,"$2,968,477","$620,806","$620,806","$590,201"
2015,Jordan Hicks,Jordan,Hicks,OLB,6,1,73,236,0,0,4.68,0,0,4.15,6.78,38,124,20,0,Texas,,0,0,0,5.4,3,84,PHI,Jordan Hicks,OLB,23,2015,0,0,0,,,8,,,,,,,,,,,,42,2,1,Texas,College Stats,84,PHI,Jordan Hicks,OLB,Texas,4,"$2,992,732","$652,732","$652,732","$598,183"
2015,Kenny Hilliard,Kenny,Hilliard,RB,6,0,72,226,0,0,4.83,0,0,4.4,7.17,27,111,0,0,LSU,,0,0,0,4.8,7,235,HOU,Kenny Hilliard,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats,235,HOU,Kenny Hilliard,RB,Louisiana State,4,"$2,345,379","$65,379","$65,379","$451,344"
2015,Gerod Holliman,Gerod,Holliman,FS,6,0,72,218,0,0,0,0,0,0,0,0,0,17,0,Louisville,,0,0,0,5.5,7,239,PIT,Gerod Holliman,FS,21,,0,0,0,,,,,,,,,,,,,,,,,,Louisville,College Stats,239,PIT,Gerod Holliman,FS,Louisville,4,"$2,338,515","$58,515","$58,515","$449,628"
2015,D.J. Humphries,D.J.,Humphries,OT,6,5,77,307,0,0,5.12,0,0,4.64,7.87,31,104,26,0,Florida,,0,0,0,5.8,1,24,ARI,D.J. Humphries,T,21,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,24,ARI,D.J. Humphries,RT,Florida,4,"$8,912,112","$4,741,536","$7,261,824","$1,620,384"
2015,Brett Hundley,Brett,Hundley,QB,6,3,75,226,0,0,4.63,0,0,3.98,6.93,36,120,0,0,UCLA,,0,0,0,5.5,5,147,GNB,Brett Hundley,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,UCLA,College Stats,147,"GBfrom CLE 
via NE",Brett Hundley,QB,California-Los Angeles,4,"$2,503,633","$223,633","$223,633","$490,908"
2015,Danielle Hunter,Danielle,Hunter,DE,6,5,77,252,0,0,4.57,0,0,0,0,0,0,25,0,LSU,,0,0,0,5.7,3,88,MIN,Danielle Hunter,DE,20,2015,0,0,0,,,10,,,,,,,,,,,,15,,2.5,LSU,College Stats,88,MINfrom DET,Danielle Hunter,DE,Louisiana State,4,"$3,077,390","$627,223","$627,223","$591,805"
2015,Martin Ifedi,Martin,Ifedi,DE,6,3,75,275,0,0,4.88,0,0,4.58,7.39,31,111,16,0,Memphis,,0,0,0,5,7,227,STL,Martin Ifedi,DE,24,,0,0,0,,,,,,,,,,,,,,,,,,Memphis,College Stats,227,STL,Martin Ifedi,DE,Memphis,4,"$2,351,097","$71,097","$71,097","$452,774"
2015,Joey Iosefa,Joey,Iosefa,RB,6,0,72,247,0,0,5.02,0,0,4.33,7.24,31.5,110,30,0,Hawaii,,0,0,0,4.8,7,231,TAM,Joey Iosefa,FB,24,,0,0,0,,,,,,,,,,,,,,,,,,Hawaii,College Stats,231,"TBfrom MIA 
via BAL 
via DET",Joey Iosefa,FB,Hawaii,4,"$2,348,340","$68,340","$68,340","$452,085"
2015,Tre' Jackson,Tre',Jackson,OG,6,4,76,330,0,0,5.52,0,0,0,0,25,96,0,0,Florida St.,,0,0,0,5.7,4,111,NWE,Tre' Jackson,G,22,2015,0,0,0,,,9,,,,,,,,,,,,,,,Florida St.,College Stats,111,NEfrom CLE,Tre' Jackson,G,Florida State,4,"$2,803,740","$523,740","$523,740","$565,935"
2015,Jesse James,Jesse,James,TE,6,7,79,261,0,0,4.83,0,0,4.5,0,37.5,121,26,0,Penn St.,,0,0,0,5.1,5,160,PIT,Jesse James,TE,21,2015,0,0,0,,,4,,,,,,,,,7,53,1,,,,Penn St.,College Stats,160,PIT,Jesse James,TE,Penn State,4,"$2,488,912","$208,912",$208,"$487,228"
2015,Grady Jarrett,Grady,Jarrett,NT,6,1,73,304,0,0,5.06,0,0,4.56,7.37,31,112,30,0,Clemson,,0,0,0,5.8,5,137,ATL,Grady Jarrett,NT,22,2015,0,0,0,,,12,,,,,,,,,,,,11,,1,Clemson,College Stats,137,"ATLfrom TB 
via BUF 
via MIN",Grady Jarrett,DT,Clemson,4,"$2,527,853","$247,853","$247,853","$496,963"
2015,Kyshoen Jarrett,Kyshoen,Jarrett,SS,5,10,70,200,0,0,4.57,0,0,4.4,6.95,33,109,21,0,Virginia Tech,,0,0,0,5.2,6,181,WAS,Kyshoen Jarrett,SS,22,2015,0,0,0,,,12,,,,,,,,,,,,26,,,Virginia Tech,College Stats,181,"WASfrom NYJ 
via SEA",Kyshoen Jarrett,FS,Virginia Tech,4,"$2,415,630","$135,630","$135,630","$468,907"
2015,David Johnson,David,Johnson,RB,6,1,73,224,0,0,4.5,0,0,4.27,6.82,41.5,127,25,0,Northern Iowa,,0,0,0,5.3,3,86,ARI,David Johnson,RB,23,2015,0,0,0,,,12,,,,,,57,238,4,21,262,4,,,,Northern Iowa,,86,ARI,David Johnson,RB,Northern Iowa,4,"$3,003,958","$639,373","$639,373","$594,843"
2015,Duke Johnson,Duke,Johnson,RB,5,9,69,207,0,0,4.54,0,0,0,0,33.5,121,0,0,Miami,,0,0,0,5.9,3,77,CLE,Duke Johnson,RB,22,2015,0,0,0,,,12,,,,,,75,218,0,48,440,2,,,,Miami (FL),College Stats,77,CLE,Duke Johnson,RB,Miami (FL),4,"$3,075,092","$710,092","$710,092","$612,523"
2015,Kevin Johnson,Kevin,Johnson,CB,6,0,72,188,0,0,4.52,0,0,3.89,6.79,41.5,130,0,0,Wake Forest,,0,0,0,5.9,1,16,HOU,Kevin Johnson,CB,23,2015,0,0,0,,,12,,,,,,,,,,,,35,1,,Wake Forest,College Stats,16,HOU,Kevin Johnson,CB,Wake Forest,4,"$10,049,413","$5,568,664","$10,049,413","$1,827,166"
2015,Byron Jones,Byron,Jones,CB,6,1,73,199,0,0,0,0,0,3.94,6.78,44.5,147,0,0,Connecticut,,0,0,0,5.3,1,27,DAL,Byron Jones,CB,23,2015,0,0,0,,,12,,,,,,,,,,,,32,,,Connecticut,College Stats,27,DAL,Byron Jones,CB,Connecticut,4,"$8,601,941","$4,515,957","$6,993,950","$1,563,989"
2015,Matt Jones,Matt,Jones,RB,6,2,74,231,0,0,4.61,0,0,4.2,0,31.5,112,20,0,Florida,,0,0,0,5.3,3,95,WAS,Matt Jones,RB,22,2015,0,0,0,,,11,,,,,,116,400,3,16,272,1,,,,Florida,College Stats,95,WASfrom SEA,Matt Jones,RB,Florida,4,"$2,951,415","$599,415","$599,415","$584,853"
2015,Eric Kendricks,Eric,Kendricks,ILB,6,0,72,232,0,0,4.61,0,0,0,0,38,124,19,0,UCLA,,0,0,0,5.8,2,45,MIN,Eric Kendricks,ILB,23,2015,0,0,0,,,10,,,,,,,,,,,,49,,4,UCLA,College Stats,45,MIN,Eric Kendricks,ILB,California-Los Angeles,4,"$5,155,920","$2,009,760","$2,679,120","$937,440"
2015,Hau'oli Kikaha,Hau'oli,Kikaha,OLB,6,2,74,253,0,0,0,0,0,0,0,0,0,0,0,Washington,,0,0,0,5.8,2,44,NOR,Hau'oli Kikaha,OLB,23,2015,0,0,0,,,11,,,,,,,,,,,,28,,4,Washington,College Stats,44,NO,Hau'oli Kikaha,OLB,Washington,4,"$5,266,310","$2,090,044","$2,764,422","$957,511"
2015,Arie Kouandjio,Arie,Kouandjio,OG,6,5,77,310,0,0,0,0,0,0,0,0,0,0,0,Alabama,,0,0,0,5.3,4,112,WAS,Arie Kouandjio,G,23,2015,0,0,0,,,3,,,,,,,,,,,,,,,Alabama,College Stats,112,"WASfrom NO 
via SEA",Arie Kouandjio,G,Alabama,4,"$2,801,670","$521,670","$521,670","$565,417"
2015,Ben Koyack,Ben,Koyack,TE,6,5,77,255,0,0,0,0,0,0,0,0,0,0,0,Notre Dame,,0,0,0,5.4,7,229,JAX,Ben Koyack,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,Notre Dame,College Stats,229,"JACfrom CLE 
via HOU 
via NYJ",Ben Koyack,TE,Notre Dame,4,"$2,349,298","$69,298","$69,298","$452,324"
2015,Tyler Kroft,Tyler,Kroft,TE,6,5,77,246,0,0,0,0,0,0,0,0,0,17,0,Rutgers,,0,0,0,5.4,3,85,CIN,Tyler Kroft,TE,22,2015,0,0,0,,,12,,,,,,,,,2,21,0,,,,Rutgers,College Stats,85,CIN,Tyler Kroft,TE,Rutgers,4,"$2,971,276","$647,776","$647,776","$596,944"
2015,Jeremy Langford,Jeremy,Langford,RB,6,0,72,208,0,0,4.42,0,0,4.32,7.22,34.5,118,0,0,Michigan St.,,0,0,0,5.3,4,106,CHI,Jeremy Langford,RB,23,2015,0,0,0,,,12,,,,,,102,357,6,18,241,1,,,,Michigan St.,College Stats,106,CHI,Jeremy Langford,RB,Michigan State,4,"$2,823,623","$543,623","$543,623","$570,906"
2015,Dezmin Lewis,Dezmin,Lewis,WR,6,4,76,214,0,0,4.58,0,0,4.28,7.11,33.5,119,16,0,Central Arkansas,,0,0,0,5.3,7,234,BUF,Dezmin Lewis,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Central Arkansas,,234,BUF,Dezmin Lewis,WR,Central Arkansas,4,"$2,346,529","$66,529","$66,529","$451,632"
2015,Tony Lippett,Tony,Lippett,WR,6,2,74,192,0,0,4.61,0,0,4.13,6.92,36,114,10,0,Michigan St.,,0,0,0,5.4,5,156,MIA,Tony Lippett,WR,23,2015,0,0,0,,,5,,,,,,,,,,,,1,,,Michigan St.,College Stats,156,MIAfrom PHI,Tony Lippett,WR,Michigan State,4,"$2,494,763","$214,763","$214,763","$488,690"
