year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade,Rnd,Pick,Tm,Name,Pos,Age,To,AP1 Misc,PB Misc,St,CarAV Approx Val,DrAV Approx Val,G,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,Att Rushing,Yds Rushing,TD Rushing,Rec Receiving,Yds Receiving,TD Receiving,Tkl,Int,Sk,College/Univ,Source,PICK,TEAM,PLAYER,POS,COLLEGE,YRS,DOLLARS,S.BONUS,G'TEED,2015 CAP HIT
2015,Tyler Lockett,Tyler,Lockett,WR,5,10,70,182,0,0,4.4,0,0,4.07,6.89,35.5,121,0,0,Kansas St.,,0,0,0,5.5,3,69,SEA,Tyler Lockett,WR,23,2015,0,0,0,,,12,,,,,,3,13,0,35,436,3,,,,Kansas St.,College Stats,69,SEAfrom WAS,Tyler Lockett,WR,Kansas State,4,"$3,318,751","$786,751","$786,751","$631,687"
2015,Craig Mager,Craig,Mager,CB,5,11,71,201,0,0,4.44,0,0,4.07,6.83,38,130,17,0,Texas St.,,0,0,0,5.4,3,83,SDG,Craig Mager,CB,23,2015,0,0,0,,,6,,,,,,,,,,,,2,,,Texas St.,College Stats,83,SD,Craig Mager,CB,Texas State,4,"$3,302,170","$661,578","$661,578","$600,394"
2015,Sean Mannion,Sean,Mannion,QB,6,6,78,229,0,0,5.14,0,0,4.39,7.29,31,105,0,0,Oregon St.,,0,0,0,5.3,3,89,STL,Sean Mannion,QB,23,2015,0,0,0,,,1,6,7,31,0,0,,,,,,,,,,Oregon St.,College Stats,89,STLfrom CAR,Sean Mannion,QB,Oregon State,4,"$3,075,536","$625,797","$625,797","$591,449"
2015,Marcus Mariota,Marcus,Mariota,QB,6,4,76,222,0,0,4.52,0,0,4.11,6.87,36,121,0,0,Oregon,,0,0,0,6.4,1,2,TEN,Marcus Mariota,QB,21,2015,0,0,1,,,10,206,325,2512,19,9,31,249,2,,,,,,,Oregon,College Stats,2,TEN,Marcus Mariota,QB,Oregon,4,"$24,213,974","$15,870,164","$24,213,976","$4,402,541"
2015,Ali Marpet,Ali,Marpet,C,6,4,76,307,0,0,4.98,0,0,4.47,7.33,30.5,108,30,0,Hobart & William Smith,,0,0,0,5.4,2,61,TAM,Ali Marpet,C,22,2015,0,0,0,,,9,,,,,,,,,,,,,,,Hobart,,61,TBfrom IND,Ali Marpet,G,Hobart,4,"$3,773,586","$1,004,424","$1,004,424","$686,106"
2015,Lorenzo Mauldin,Lorenzo,Mauldin,OLB,6,4,76,259,0,0,4.85,0,0,4.58,7.47,32,112,23,0,Louisville,,0,0,0,5.7,3,82,NYJ,Lorenzo Mauldin,OLB,22,2015,0,0,0,,,11,,,,,,,,,,,,5,,3,Louisville,College Stats,82,NYJfrom HOU,Lorenzo Mauldin,LB,Louisville,4,"$3,008,018","$674,017","$674,017","$603,504"
2015,Vince Mayle,Vince,Mayle,WR,6,2,74,224,0,0,4.67,0,0,4.13,6.93,35.5,117,0,0,Washington St.,,0,0,0,5.6,4,123,CLE,Vince Mayle,WR,,2015,0,0,0,,,1,,,,,,,,,,,,,,,Washington St.,College Stats,123,CLEfrom ARI,Vince Mayle,WR,Washington State,4,"$2,763,152","$483,152","$483,152","$555,788"
2015,Tre McBride,Tre,McBride,WR,6,0,72,210,0,0,4.41,0,0,4.08,6.96,38,122,16,0,William & Mary,,0,0,0,5.3,7,245,TEN,Tre McBride,WR,22,2015,0,0,0,,,3,,,,,,,,,,,,,,,William & Mary,,245,"TENfrom DEN 
via NYG",Tre McBride,WR,William & Mary,4,"$2,335,433","$55,433","$55,433","$448,858"
2015,Bobby McCain,Bobby,McCain,CB,5,9,69,195,0,0,4.51,0,0,3.82,6.8,36,130,17,0,Memphis,,0,0,0,5.3,5,145,MIA,Bobby McCain,CB,22,2015,0,0,0,,,12,,,,,,,,,,,,14,,,Memphis,College Stats,145,"MIAfrom STL 
via PHI",Bobby McCain,CB,Memphis,4,"$2,508,288","$228,288","$228,288","$492,072"
2015,Benardrick McKinney,Benardrick,McKinney,ILB,6,4,76,246,0,0,4.66,0,0,4.27,7.21,40.5,121,16,0,Mississippi St.,,0,0,0,6,2,43,HOU,Benardrick McKinney,ILB,,2015,0,0,0,,,10,,,,,,,,,,,,25,,,Mississippi St.,College Stats,43,HOUfrom CLE,Benardrick McKinney,OLB,Mississippi State,4,"$5,345,124","$2,147,363","$2,825,324","$971,840"
2015,John Miller,John,Miller,OG,6,2,74,303,0,0,5.33,0,0,4.75,8.2,27,104,29,0,Louisville,,0,0,0,5.5,3,81,BUF,John Miller,G,22,2015,0,0,0,,,8,,,,,,,,,,,,,,,Louisville,College Stats,81,BUF,John Miller,G,Louisville,4,"$2,960,120","$680,120","$680,120","$605,030"
2015,Ty Montgomery,Ty,Montgomery,WR,6,0,72,221,0,0,4.55,0,0,4.21,6.97,40.5,121,0,0,Stanford,,0,0,0,5.6,3,94,GNB,Ty Montgomery,WR,22,2015,0,0,0,,,6,,,,,,3,14,0,15,136,2,,,,Stanford,College Stats,94,GB,Ty Montgomery,WR,Stanford,4,"$2,948,795","$606,545","$606,545","$586,636"
2015,Mitch Morse,Mitch,Morse,OG,6,5,77,305,0,0,5.14,0,0,4.5,7.6,31,112,36,0,Missouri,,0,0,0,5.2,2,49,KAN,Mitch Morse,G,23,2015,0,0,1,,,11,,,,,,,,,,,,,,,Missouri,College Stats,49,KC,Mitch Morse,C,Missouri,4,"$4,673,076","$1,658,598","$2,281,017","$849,649"
2015,Keith Mumphery,Keith,Mumphery,WR,6,0,72,215,0,0,4.54,0,0,4.25,7.07,32.5,121,0,0,Michigan St.,,0,0,0,4.8,5,175,HOU,Keith Mumphery,WR,23,2015,0,0,0,,,12,,,,,,,,,14,129,0,,,,Michigan St.,,175 (C),HOU,Keith Mumphery,WR,Michigan State,4,"$2,446,254","$166,254","$166,254","$476,563"
2015,Marcus Murphy,Marcus,Murphy,RB,5,8,68,193,0,0,4.61,0,0,4.4,0,29,109,11,0,Missouri,,0,0,0,5.3,7,230,NOR,Marcus Murphy,RB,23,2015,0,0,0,,,12,,,,,,,,,,,,,,,Missouri,College Stats,230,NO,Marcus Murphy,RB,Missouri,4,"$2,349,289","$69,289","$69,289","$452,322"
2015,Robert Myers,Robert,Myers,OG,6,5,77,326,0,0,5.44,0,0,4.91,8.1,27.5,94,0,0,Tennessee St.,,0,0,0,5.2,5,176,BAL,Robert Myers,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.,,176 (C),BAL,Robert Myers,G,Tennessee State,4,"$2,446,254","$166,254","$166,254","$476,563"
2015,Steven Nelson,Steven,Nelson,CB,5,10,70,197,0,0,4.49,0,0,4.07,6.88,34.5,115,19,0,Oregon St.,,0,0,0,5.4,3,98,KAN,Steven Nelson,CB,22,2015,0,0,0,,,8,,,,,,,,,,,,1,,,Oregon St.,College Stats,98 (C),KC,Steven Nelson,CB,Oregon State,4,"$2,917,452","$581,952","$581,952","$580,488"
2015,Rakeem Nunez-Roches,Rakeem,Nunez-Roches,DT,6,2,74,307,0,0,5.02,0,0,4.69,7.67,34,114,26,0,Southern Miss,,0,0,0,5.1,6,217,KAN,Rakeem Nunez-Roches,DT,22,2015,0,0,0,,,7,,,,,,,,,,,,4,,,Southern Miss,College Stats,217 (C),KC,Rakeem Nunez-Roches,DT,Southern Mississippi,4,"$2,370,487","$90,487","$90,487","$457,621"
2015,Mark Nzeocha,Mark,Nzeocha,OLB,6,2,74,232,0,0,0,0,0,0,0,0,0,24,0,Wyoming,,0,0,0,5.1,7,236,DAL,Mark Nzeocha,OLB,25,,0,0,0,,,,,,,,,,,,,,,,,,Wyoming,College Stats,236,DALfrom SD,Mark Nzeocha,OLB,Wyoming,4,"$2,344,349","$64,349","$64,349","$451,087"
2015,Nick O'Leary,Nick,O'Leary,TE,6,3,75,252,0,0,4.93,0,0,4.5,0,30.5,110,21,0,Florida St.,,0,0,0,5.4,6,194,BUF,Nick O'Leary,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats,194,BUF,Nick O'Leary,TE,Florida State,4,"$2,399,690","$119,690","$119,690","$464,922"
2015,Owamagbe Odighizuwa,Owamagbe,Odighizuwa,DE,6,3,75,267,0,0,4.62,0,0,4.19,7.36,39,127,25,0,UCLA,,0,0,0,5.7,3,74,NYG,Owamagbe Odighizuwa,DE,23,2015,0,0,0,,,4,,,,,,,,,,,,2,,,UCLA,College Stats,74,NYG,Owamagbe Odighizuwa,DE,California-Los Angeles,4,"$3,160,501","$740,500","$740,500","$620,125"
2015,Cedric Ogbuehi,Cedric,Ogbuehi,OT,6,5,77,306,0,0,0,0,0,0,0,0,0,23,0,Texas A&M,,0,0,0,5.9,1,21,CIN,Cedric Ogbuehi,T,23,2015,0,0,0,,,1,,,,,,,,,,,,,,,Texas A&M,College Stats,21,CIN,Cedric Ogbuehi,LT,Texas A&M,4,"$9,325,677","$5,042,310",-,"$1,695,577"
2015,Nate Orchard,Nate,Orchard,DE,6,3,75,250,0,0,4.8,0,0,4.43,7.28,31.5,115,0,0,Utah,,0,0,0,5.8,2,51,CLE,Nate Orchard,DE,22,2015,0,0,0,,,11,,,,,,,,,,,,18,,,Utah,College Stats,51,CLEfrom HOU,Nate Orchard,DT,Utah,4,"$4,466,303","$1,508,220","$2,146,234","$812,055"
2015,DeVante Parker,DeVante,Parker,WR,6,3,75,209,0,0,4.45,0,0,0,0,36.5,125,17,0,Louisville,,0,0,0,6.2,1,14,MIA,DeVante Parker,WR,22,2015,0,0,0,,,11,,,,,,,,,11,192,2,,,,Louisville,College Stats,14,MIA,DeVante Parker,WR,Louisville,4,"$10,876,543","$6,170,213","$10,876,543","$1,977,553"
2015,David Parry,David,Parry,NT,6,1,73,308,0,0,5.38,0,0,0,0,29,103,34,0,Stanford,,0,0,0,5.4,5,151,IND,David Parry,NT,23,2015,0,0,1,,,12,,,,,,,,,,,,10,,1,Stanford,,151,INDfrom SF,David Parry,DT,Stanford,4,"$2,500,008","$220,008","$220,008","$490,002"
2015,Andrus Peat,Andrus,Peat,OT,6,7,79,313,0,0,5.18,0,0,4.62,8.01,31,105,0,0,Stanford,,0,0,0,6.2,1,13,NOR,Andrus Peat,T,21,2015,0,0,0,,,9,,,,,,,,,,,,,,,Stanford,College Stats,13,NO,Andrus Peat,LT,Stanford,4,"$11,393,496","$6,546,179","$11,393,496","$2,071,544"
2015,Breshad Perriman,Breshad,Perriman,WR,6,2,74,212,0,0,0,0,0,0,0,0,0,0,0,Central Florida,,0,0,0,5.8,1,26,BAL,Breshad Perriman,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Central Florida,College Stats,26,BAL,Breshad Perriman,WR,Central Florida,4,"$8,705,317","$4,591,139","$7,083,227","$1,582,784"
2015,Denzel Perryman,Denzel,Perryman,ILB,5,11,71,236,0,0,4.78,0,0,0,0,32,113,27,0,Miami,,0,0,0,5.7,2,48,SDG,Denzel Perryman,ILB,21,2015,0,0,0,,,10,,,,,,,,,,,,33,,1,Miami (FL),College Stats,48,SD,Denzel Perryman,ILB,Miami (FL),4,"$4,776,474","$1,733,799","$2,385,912","$868,449"
2015,Marcus Peters,Marcus,Peters,CB,6,0,72,197,0,0,4.53,0,0,4.08,7.08,37.5,121,17,0,Washington,,0,0,0,5.8,1,18,KAN,Marcus Peters,CB,22,2015,0,0,1,,,12,,,,,,,,,,,,46,5,,Washington,College Stats,18,KC,Marcus Peters,CB,Washington,4,"$9,584,157","$5,230,296","$9,584,157","$1,742,574"
2015,Bryce Petty,Bryce,Petty,QB,6,3,75,230,0,0,4.87,0,0,4.13,6.91,34,121,0,0,Baylor,,0,0,0,5.3,4,103,NYJ,Bryce Petty,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Baylor,College Stats,103,NYJfrom JAC,Bryce Petty,QB,Baylor,4,"$2,833,697","$553,697","$553,697","$573,424"
2015,Jordan Phillips,Jordan,Phillips,NT,6,5,77,329,0,0,5.17,0,0,4.68,7.88,30,105,28,0,Oklahoma,,0,0,0,6.2,2,52,MIA,Jordan Phillips,NT,23,2015,0,0,0,,,11,,,,,,,,,,,,9,,2,Oklahoma,College Stats,52,MIAfrom PHI,Jordan Phillips,DT,Oklahoma,4,"$4,362,908","$1,433,024","$2,066,338","$793,256"
2015,Darius Philon,Darius,Philon,DT,6,1,73,298,0,0,5,0,0,0,8,31,107,26,0,Arkansas,,0,0,0,5.4,6,192,SDG,Darius Philon,DT,21,2015,0,0,0,,,4,,,,,,,,,,,,2,,,Arkansas,College Stats,192,SD,Darius Philon,DT,Arkansas,4,"$2,400,587","$120,587","$120,587","$465,146"
2015,Bradley Pinion,Bradley,Pinion,P,6,5,77,229,0,0,0,0,0,0,0,0,0,0,0,Clemson,,0,0,0,5,5,165,SFO,Bradley Pinion,P,21,2015,0,0,0,,,12,,,,,,,,,,,,,,,Clemson,College Stats,165,SFfrom IND,Bradley Pinion,P,Clemson,4,"$2,474,200","$194,200","$194,200","$483,550"
2015,Terry Poole,Terry,Poole,OG,6,5,77,307,0,0,5.09,0,0,4.66,7.9,31,113,25,0,San Diego St.,,0,0,0,5,4,130,SEA,Terry Poole,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats,130,SEA,Terry Poole,G,San Diego State,4,"$2,730,251","$450,251","$450,251","$547,562"
2015,Jeremiah Poutasi,Jeremiah,Poutasi,OG,6,5,77,335,0,0,5.32,0,0,4.89,8.09,26.5,95,26,0,Utah,,0,0,0,5.4,3,66,TEN,Jeremiah Poutasi,G,21,2015,0,0,0,,,9,,,,,,,,,,,,,,,Utah,College Stats,66,TEN,Jeremiah Poutasi,G,Utah,4,"$3,385,844","$802,259","$802,259","$635,564"
2015,MyCole Pruitt,MyCole,Pruitt,TE,6,2,74,251,0,0,4.58,0,0,4.37,0,38,118,17,0,Southern Illinois,,0,0,0,5,5,143,MIN,MyCole Pruitt,TE,23,2015,0,0,0,,,12,,,,,,,,,8,53,0,,,,Southern Illinois,,143,"MINfrom CHI 
via DEN 
via DET",MyCole Pruitt,TE,Southern Illinois,4,"$2,510,588","$230,588","$230,588","$492,647"
2015,Hayes Pullard,Hayes,Pullard,ILB,6,0,72,240,0,0,4.78,0,0,4.39,7.07,31,110,19,0,USC,,0,0,0,5.4,7,219,CLE,Hayes Pullard,ILB,,2015,0,0,0,,,4,,,,,,,,,,,,,,,USC,College Stats,219,"CLEfrom TEN 
via NE",Hayes Pullard,ILB,Southern California,4,"$2,359,240","$79,240","$79,240","$454,810"
2015,Damarious Randall,Damarious,Randall,FS,5,11,71,196,0,0,4.46,0,0,4.07,6.83,38,120,14,0,Arizona State,,0,0,0,5.4,1,30,GNB,Damarious Randall,FS,23,2015,0,0,0,,,11,,,,,,,,,,,,38,2,,Arizona St.,,30,GB,Damarious Randall,CB,Arizona State,4,"$7,915,734","$4,016,897","$5,966,315","$1,439,224"
2015,Shane Ray,Shane,Ray,DE,6,3,75,245,0,0,0,0,0,0,0,0,0,21,0,Missouri,,0,0,0,6.8,1,23,DEN,Shane Ray,DE,22,2015,0,0,0,,,10,,,,,,,,,,,,8,,3,Missouri,College Stats,23,DENfrom DET,Shane Ray,DE,Missouri,4,"$9,118,894","$4,891,923","$7,440,410","$1,657,980"
2015,Jordan Richards,Jordan,Richards,SS,5,11,71,211,0,0,4.65,0,0,4.22,6.74,32,111,13,0,Stanford,,0,0,0,5.2,2,64,NWE,Jordan Richards,SS,22,2015,0,0,0,,,10,,,,,,,,,,,,7,,,Stanford,College Stats,64,NE,Jordan Richards,SS,Stanford,4,"$3,711,548","$959,307","$1,159,307","$674,827"
2015,Corey Robinson,Corey,Robinson,OT,6,7,79,324,0,0,0,0,0,0,0,0,0,28,0,South Carolina,,0,0,0,5.3,7,240,DET,Corey Robinson,T,23,2015,0,0,0,,,1,,,,,,,,,,,,,,,South Carolina,College Stats,240,DET,Corey Robinson,T,South Carolina,4,"$2,337,908","$57,908","$57,908","$449,477"
2015,Edmond Robinson,Edmond,Robinson,OLB,6,3,75,245,0,0,4.61,0,0,4.38,7.49,37,121,20,0,Newberry,,0,0,0,4.8,7,232,MIN,Edmond Robinson,OLB,23,2015,0,0,0,,,5,,,,,,,,,,,,,,,Newberry,,232,"MINfrom SF 
via MIA",Edmond Robinson,OLB,Newberry,4,"$2,348,314","$68,314","$68,314","$452,078"
2015,Josh Robinson,Josh,Robinson,RB,5,8,68,217,0,0,4.7,0,0,0,0,32,113,21,0,Mississippi St.,,0,0,0,5.2,6,205,IND,Josh Robinson,RB,23,2015,0,0,0,,,5,,,,,,17,39,0,6,33,0,,,,Mississippi St.,College Stats,205,IND,Josh Robinson,RB,Mississippi State,4,"$2,388,166","$108,166","$108,166","$462,042"
2015,Quinten Rollins,Quinten,Rollins,CB,5,11,71,195,0,0,4.57,0,0,4.28,7.1,36.5,122,14,0,Miami (OH),,0,0,0,5.8,2,62,GNB,Quinten Rollins,CB,23,2015,0,0,0,,,10,,,,,,,,,,,,12,2,1,Miami (OH),College Stats,62,GB,Quinten Rollins,CB,Miami (OH),4,"$3,742,566","$981,864","$1,251,864","$680,466"
2015,Eric Rowe,Eric,Rowe,FS,6,1,73,205,0,0,4.45,0,0,3.97,6.7,39,125,19,0,Utah,,0,0,0,5.4,2,47,PHI,Eric Rowe,CB,22,2015,0,0,0,,,12,,,,,,,,,,,,13,1,,Utah,College Stats,47,PHIfrom MIA,Eric Rowe,CB,Utah,4,"$4,879,862","$1,808,990","$2,465,801","$887,248"
2015,Ryan Russell,Ryan,Russell,DE,6,4,76,269,0,0,4.75,0,0,4.47,7.25,32.5,119,25,0,Purdue,,0,0,0,5,5,163,DAL,Ryan Russell,DE,23,2015,0,0,0,,,1,,,,,,,,,,,,,,,Purdue,College Stats,163,DAL,Ryan Russell,DE,Purdue,4,"$2,482,987","$202,987","$202,987","$485,746"
2015,Jake Ryan,Jake,Ryan,OLB,6,2,74,240,0,0,4.65,0,0,4.2,7.11,34.5,120,20,0,Michigan,,0,0,0,5.3,4,129,GNB,Jake Ryan,OLB,23,2015,0,0,0,,,10,,,,,,,,,,,,13,,,Michigan,College Stats,129,GB,Jake Ryan,OLB,Michigan,4,"$2,736,678","$456,678","$456,678","$549,169"
2015,Ty Sambrailo,Ty,Sambrailo,OT,6,6,78,311,0,0,5.36,0,0,4.58,7.54,29,97,23,0,Colorado St.,,0,0,0,5.6,2,59,DEN,Ty Sambrailo,T,23,2015,0,0,0,,,3,,,,,,,,,,,,,,,Colorado St.,College Stats,59,DEN,Ty Sambrailo,LT,Colorado State,4,"$3,845,955","$1,057,058","$1,487,610","$699,264"
2015,James Sample,James,Sample,SS,6,2,74,209,0,0,4.56,0,0,0,7.04,32.5,123,0,0,Louisville,,0,0,0,5.2,4,104,JAX,James Sample,SS,23,2015,0,0,0,,,4,,,,,,,,,,,,8,,,Louisville,College Stats,104,JACfrom NYJ,James Sample,FS,Louisville,4,"$2,828,582","$548,582","$548,582","$572,145"
2015,Brandon Scherff,Brandon,Scherff,OG,6,5,77,319,0,0,5.05,0,0,0,0,0,0,23,0,Iowa,,0,0,0,6.4,1,5,WAS,Brandon Scherff,T,23,2015,0,0,1,,,12,,,,,,,,,,,,,,,Iowa,College Stats,5,WAS,Brandon Scherff,G,Iowa,4,"$21,215,638","$13,689,555","$21,215,638","$3,857,388"
2015,Josh Shaw,Josh,Shaw,CB,6,0,72,201,0,0,4.44,0,0,4.12,7.01,37.5,130,26,0,USC,,0,0,0,5.4,4,120,CIN,Josh Shaw,CB,23,2015,0,0,0,,,11,,,,,,,,,,,,7,,,USC,College Stats,120,CIN,Josh Shaw,CB,Southern California,4,"$2,773,724","$493,724","$493,724","$558,431"
2015,Danny Shelton,Danny,Shelton,NT,6,2,74,339,0,0,5.64,0,0,4.65,7.99,30.5,95,34,0,Washington,,0,0,0,6.4,1,12,CLE,Danny Shelton,NT,22,2015,0,0,1,,,12,,,,,,,,,,,,12,,,Washington,College Stats,12,CLE,Danny Shelton,DT,Washington,4,"$11,703,667","$6,771,758","$11,703,667","$2,127,939"
2015,Austin Shepherd,Austin,Shepherd,OT,6,4,76,315,0,0,5.39,0,0,4.7,8.04,29,94,17,0,Alabama,,0,0,0,5.3,7,228,MIN,Austin Shepherd,T,23,2015,0,0,0,,,10,,,,,,,,,,,,,,,Alabama,College Stats,228,MIN,Austin Shepherd,T,Alabama,4,"$2,349,694","$69,694","$69,694","$452,423"
2015,JaCorey Shepherd,JaCorey,Shepherd,CB,5,11,71,199,0,0,0,0,0,0,0,0,0,14,0,Kansas,,0,0,0,5.4,6,191,PHI,JaCorey Shepherd,CB,,,0,0,0,,,,,,,,,,,,,,,,,,Kansas,College Stats,191,PHIfrom MIA,JaCorey Shepherd,CB,Kansas,4,"$2,401,111","$121,111","$121,111","$465,277"
2015,Deon Simon,Deon,Simon,NT,6,4,76,321,0,0,5.12,0,0,4.76,7.92,29.5,105,35,0,Northwestern St. (LA),,0,0,0,5,7,223,NYJ,Deon Simon,NT,25,,0,0,0,,,,,,,,,,,,,,,,,,NW State (LA),,223,NYJ,Deon Simon,DT,Northwestern State,4,"$2,353,296","$73,296","$73,296","$453,324"
2015,DeAndre Smelter,DeAndre,Smelter,WR,6,2,74,226,0,0,0,0,0,0,0,0,0,0,0,Georgia Tech,,0,0,0,5.5,4,132,SFO,DeAndre Smelter,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Georgia Tech,,132 (C),SF,DeAndre Smelter,WR,Georgia Tech,4,"$2,625,692","$345,692","$345,692","$521,423"
2015,D'Joun Smith,D'Joun,Smith,CB,5,10,70,187,0,0,4.45,0,0,4.26,6.96,36,124,18,0,Florida Atlantic,,0,0,0,5.6,3,65,IND,D'Joun Smith,CB,23,2015,0,0,0,,,3,,,,,,,,,,,,,,,Florida Atlantic,,65,INDfrom TB,D'Joun Smith,CB,Florida Atlantic,4,"$3,313,500","$808,846","$808,846","$637,211"
2015,Derron Smith,Derron,Smith,FS,5,10,70,200,0,0,0,0,0,0,0,0,0,0,0,Fresno St.,,0,0,0,5.7,6,197,CIN,Derron Smith,FS,23,2015,0,0,0,,,12,,,,,,,,,,,,,,,Fresno St.,College Stats,197,CIN,Derron Smith,SS,Fresno State,4,"$2,398,632","$118,632","$118,632","$464,658"
2015,Devin Smith,Devin,Smith,WR,6,0,72,196,0,0,4.42,0,0,4.15,0,39,122,10,0,Ohio St.,,0,0,0,5.7,2,37,NYJ,Devin Smith,WR,23,2015,0,0,0,,,9,,,,,,,,,9,115,1,,,,Ohio St.,College Stats,37,NYJ,Devin Smith,WR,Ohio State,4,"$5,872,419","$2,530,850","$3,232,779","$1,067,712"
2015,Donovan Smith,Donovan,Smith,OG,6,6,78,338,0,0,5.27,0,0,4.79,7.95,32,109,26,0,Penn St.,,0,0,0,5.3,2,34,TAM,Donovan Smith,T,22,2015,0,0,1,,,12,,,,,,,,,,,,,,,Penn St.,College Stats,34,TB,Donovan Smith,LT,Penn State,4,"$6,068,860","$2,673,716","$3,899,042","$1,103,429"
2015,Preston Smith,Preston,Smith,DE,6,5,77,271,0,0,4.74,0,0,4.28,7.07,34,121,24,0,Mississippi St.,,0,0,0,5.6,2,38,WAS,Preston Smith,DE,22,2015,0,0,0,,,12,,,,,,,,,,,,13,,3,Mississippi St.,College Stats,38,WAS,Preston Smith,OLB,Mississippi State,4,"$5,779,354","$2,463,167","$3,160,865","$1,050,791"
2015,Tye Smith,Tye,Smith,CB,6,0,72,195,0,0,4.6,0,0,3.96,6.97,36.5,124,15,0,Towson,,0,0,0,4.9,5,170,SEA,Tye Smith,CB,22,2015,0,0,0,,,2,,,,,,,,,,,,,,,Towson,,170 (C),SEA,Tye Smith,CB,Towson,4,"$2,446,254","$166,254","$166,254","$476,563"
2015,Za'Darius Smith,Za'Darius,Smith,DE,6,4,76,274,0,0,4.83,0,0,4.66,7.42,29,113,23,0,Kentucky,,0,0,0,5.5,4,122,BAL,Za'Darius Smith,DE,23,2015,0,0,0,,,11,,,,,,,,,,,,13,,2,Kentucky,College Stats,122,BALfrom DET,Za'Darius Smith,OLB,Kentucky,4,"$2,763,152","$483,152","$483,152","$555,788"
2015,Martrell Spaight,Martrell,Spaight,OLB,6,0,72,236,0,0,4.88,0,0,0,7.66,35,120,25,0,Arkansas,,0,0,0,5.3,5,141,WAS,Martrell Spaight,OLB,22,2015,0,0,0,,,1,,,,,,,,,,,,,,,Arkansas,College Stats,141,WAS,Martrell Spaight,OLB,Arkansas,4,"$2,517,949","$237,949","$237,949","$494,487"
2015,Jaelen Strong,Jaelen,Strong,WR,6,2,74,217,0,0,4.44,0,0,0,0,42,123,0,0,Arizona State,,0,0,0,5.8,3,70,HOU,Jaelen Strong,WR,21,2015,0,0,0,,,6,,,,,,,,,3,58,2,,,,Arizona St.,College Stats,70,HOUfrom NYJ,Jaelen Strong,WR,Arizona State,4,"$3,265,574","$771,980","$771,980","$627,995"
2015,Damian Swann,Damian,Swann,CB,6,0,72,189,0,0,4.5,0,0,0,0,33,118,0,0,Georgia,,0,0,0,5.3,5,167,NOR,Damian Swann,CB,22,2015,0,0,0,,,6,,,,,,,,,,,,16,,,Georgia,College Stats,167,"NOfrom SEA 
via WAS",Damian Swann,CB,Georgia,4,"$2,467,231","$187,231","$187,231","$481,807"
2015,Jaquiski Tartt,Jaquiski,Tartt,SS,6,1,73,221,0,0,4.53,0,0,0,0,0,124,0,0,Samford,,0,0,0,5.5,2,46,SFO,Jaquiski Tartt,SS,23,2015,0,0,0,,,12,,,,,,,,,,,,39,,2,Samford,,46,SF,Jaquiski Tartt,FS,Samford,4,"$5,037,015","$1,923,284","$2,587,239","$915,821"
2015,Randall Telfer,Randall,Telfer,TE,6,4,76,250,0,0,0,0,0,0,0,0,0,20,0,USC,,0,0,0,0,6,198,CLE,Randall Telfer,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,USC,College Stats,198,CLEfrom ARI,Randall Telfer,TE,Southern California,4,"$2,397,537","$117,537","$117,537","$464,384"
2015,Shaq Thompson,Shaq,Thompson,OLB,6,0,72,228,0,0,4.64,0,0,4.08,6.99,33.5,117,0,0,Washington,,0,0,0,6,1,25,CAR,Shaq Thompson,OLB,21,2015,0,0,0,,,10,,,,,,,,,,,,18,,1,Washington,College Stats,25,CAR,Shaq Thompson,OLB,Washington,4,"$8,808,724","$4,666,344","$7,172,534","$1,601,586"
2015,Tyrus Thompson,Tyrus,Thompson,OT,6,5,77,324,0,0,0,0,0,4.92,0,29,97,29,0,Oklahoma,,0,0,0,5.5,6,185,MIN,Tyrus Thompson,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma,College Stats,185,MINfrom ATL,Tyrus Thompson,T,Oklahoma,4,"$2,408,807","$128,807","$128,807","$467,201"
2015,Laken Tomlinson,Laken,Tomlinson,OG,6,3,75,323,0,0,5.33,0,0,4.87,8.17,31.5,103,25,0,Duke,,0,0,0,5.6,1,28,DET,Laken Tomlinson,G,23,2015,0,0,1,,,12,,,,,,,,,,,,,,,Duke,College Stats,28,DETfrom DEN,Laken Tomlinson,G,Duke,4,"$8,550,244","$4,478,359","$6,949,303","$1,554,589"
2015,Davis Tull,Davis,Tull,OLB,6,2,74,246,0,0,0,0,0,0,0,42.5,132,26,0,Tennessee-Chattanooga,,0,0,0,5.2,5,148,NOR,Davis Tull,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,Tenn-Chattanooga,,148,NO,Davis Tull,OLB,Tennessee-Chattanooga,4,"$2,501,733","$221,733","$221,733","$490,433"
