R1_year,R5_pos,Phys3_htin,Phys4_wt,Speed1_40,Speed4_20ss,Speed5_3cone,Strg1_v,Strg2_b,Strg3_bench,Draft6_grade,Draft8_pick,Draft9_team
2014,FS,73,207,4.57,0,0,32.5,117,15,5.1,162,PHI
2014,OG,77,329,5.36,4.83,7.7,25.5,91,25,5.4,153,BUF
2014,WR,72,175,4.4,0,7.09,38,124,0,5.3,45,SEA
2014,C,75,298,5.1,4.63,7.93,25.5,106,25,5.3,43,NYG
2014,WR,74,220,4.6,4,7,39,127,0,5.7,61,JAX
2014,OT,77,332,4.92,4.86,7.8,28.5,113,32,6.8,2,STL
2014,CB,71,194,4.39,4.04,0,38.5,124,17,6,31,DEN
2014,TE,76,257,4.87,4.47,7.23,31.5,116,16,5.2,98,GNB
2014,DE,74,261,4.91,0,7.8,25.5,114,17,5.2,249,STL
2014,RB,69,209,4.49,4,6.75,35.5,126,26,5.3,54,TEN
2014,WR,69,165,4.44,0,0,34,122,0,5.2,104,NYJ
2014,QB,76,228,4.97,4.36,7.33,27,105,0,5.2,135,HOU
2014,OT,78,301,5.01,4.57,7.62,24,93,0,5.2,95,DEN
2014,RB,69,201,4.51,0,0,41.5,134,15,5.3,186,WAS
2014,TE,77,262,0,0,0,0,0,20,5.5,38,TAM
2014,OLB,73,237,0,4.21,6.91,42,130,25,6.2,15,PIT
2014,RB,72,214,4.48,4.3,7.16,37.5,126,17,5.4,69,TAM
2014,OLB,74,246,5.01,0,0,36.5,108,18,5.4,253,ATL
2014,DE,75,251,4.68,0,7.48,35,121,23,5.4,26,PHI
2014,ILB,75,218,4.52,0,0,31.5,119,0,5.3,144,JAX
2014,FS,72,211,0,0,0,0,0,0,5.2,68,ATL
2014,OLB,76,250,4.95,4.15,6.64,32,116,24,4.9,255,ATL
2014,DT,77,309,5.25,0,0,30.5,103,25,5.4,220,MIN
2014,DE,75,287,0,0,0,0,0,0,5.8,160,ARI
2014,C,76,315,0,0,0,0,0,0,5.2,105,NWE
2014,WR,75,198,4.55,4.01,6.89,37,124,0,5.2,146,DAL
2014,OG,76,307,5.04,4.44,7.6,25,102,25,5.6,33,HOU
2014,SS,71,210,0,0,0,0,0,18,5.1,167,NOR
2014,DT,72,303,5.36,0,7.93,28.5,99,24,5.6,82,CHI
2014,C,77,312,5.28,4.65,7.73,26,95,20,5.5,76,DET
2014,RB,72,229,4.58,4.22,6.88,33,118,18,5,138,BAL
2014,OT,75,317,5.09,4.83,8.13,29,98,35,5.4,100,SFO
2014,RB,69,174,4.5,0,0,32,124,8,5.5,124,KAN
2014,CB,69,192,4.55,0,0,37,125,19,5.1,206,NWE
2014,QB,78,248,4.61,4.18,7.05,35.5,118,0,5.4,120,ARI
2014,DT,75,304,5.03,0,7.83,29,112,28,5,85,GNB
2014,OLB,75,234,4.67,3.96,6.89,37.5,120,22,5.1,171,MIA
2014,DE,77,304,0,0,0,0,0,31,6.2,46,PIT
2014,OT,77,315,5.16,4.71,7.92,28,108,25,5.2,67,MIA
2014,OG,75,310,4.93,0,0,27.5,0,25,5.2,92,CAR
2014,DT,79,295,0,0,0,0,0,0,5.3,134,BAL
2014,OG,75,313,5.31,4.47,7.55,29,102,30,5.6,175,BAL
2014,OLB,75,243,4.71,4.2,7.22,32.5,112,21,5.6,40,DET
2014,FS,72,199,4.47,4.07,6.9,34,117,25,5.4,131,CHI
2014,CB,69,189,4.38,4,6.69,39,128,0,5.8,25,SDG
2014,SS,71,193,0,0,0,0,0,9,5.1,30,SFO
2014,CB,71,194,4.41,0,0,0,0,22,5.3,101,PHI
2014,WR,73,211,4.43,4.34,6.95,34,126,16,7,4,BUF
2014,OG,75,310,0,0,0,0,0,29,5.4,89,SDG
2014,DE,78,252,4.58,0,7.29,36.5,123,17,5.2,136,DET
2014,QB,75,218,5,4.25,7.07,28,100,0,5,194,BAL
2014,RB,69,225,4.54,0,0,33.5,120,16,5.4,94,CLE
2014,CB,71,186,4.63,4.27,6.98,36,121,15,5.3,252,CIN
2014,RB,69,204,4.57,4.2,7.05,32,114,23,5,130,NWE
2014,ILB,73,246,4.66,4.07,7.11,30.5,120,25,4.9,151,TEN
2014,OG,78,315,5.48,4.86,7.81,28.5,103,22,5.4,145,MIN
2014,ILB,76,235,4.76,4.25,6.99,33,116,0,5.3,192,PIT
