R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5,Stats6,Stats7,Stats8,Stats9,Stats10,Stats11,Stats12,Stats13,Stats14,Stats15,Stats16,Stats17,Stats18,Stats19,Stats20,Stats21,Stats22,Stats23,Stats24,Stats25,Stats26,R1,R2,R3,R4,R5,Phys1,Phys2,Phys3,Phys4,Phys5,Phys6,Speed1,Speed2,Speed3,Speed4,Speed5,Strg1,Strg2,Strg3,Strg4,Draft1,Draft2,Draft3,Draft4,Draft5,Draft6,Draft7,Draft8,Draft9,Stats1,Stats2,Stats3,Stats4,Stats5
year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade,Rnd,Pick,Tm,Name,Pos,Age,To,AP1 Misc,PB Misc,St,CarAV Approx Val,DrAV Approx Val,G,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,Att Rushing,Yds Rushing,TD Rushing,Rec Receiving,Yds Receiving,TD Receiving,Tkl,Int,Sk,College/Univ,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Ameer Abdullah,Ameer,Abdullah,RB,5,9,69,205,0,0,4.6,0,0,3.95,6.79,42.5,130,24,0,Nebraska,,0,0,0,5.9,2,54,DET,Ameer Abdullah,RB,22,2015,0,0,0,,,12,,,,,,109,414,1,16,134,1,,,,Nebraska,College Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Nelson Agholor,Nelson,Agholor,WR,6,0,72,198,0,0,4.42,0,0,0,0,0,0,12,0,USC,,0,0,0,5.6,1,20,PHI,Nelson Agholor,WR,22,2015,0,0,0,,,9,,,,,,,,,16,163,0,,,,USC,College Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Jay Ajayi,Jay,Ajayi,RB,6,0,72,221,0,0,4.57,0,0,4.1,7.1,39,121,19,0,Boise St.,,0,0,0,6,5,149,MIA,Jay Ajayi,RB,22,2015,0,0,0,,,5,,,,,,22,120,0,6,75,0,,,,Boise St.,College Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Kwon Alexander,Kwon,Alexander,OLB,6,1,73,227,0,0,4.55,0,0,4.2,7.14,36,121,24,0,LSU,,0,0,0,5.4,4,124,TAM,Kwon Alexander,OLB,21,2015,0,0,1,,,12,,,,,,,,,,,,59,2,3,LSU,College Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mario Alford,Mario,Alford,WR,5,8,68,180,0,0,4.43,0,0,4.07,6.64,34,121,13,0,West Virginia,,0,0,0,5.3,7,238,CIN,Mario Alford,WR,23,2015,0,0,0,,,1,,,,,,,,,1,15,0,,,,West Virginia,College Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Javorius Allen,Javorius,Allen,RB,6,0,72,221,0,0,4.53,0,0,4.28,6.96,35.5,121,11,0,USC,,0,0,0,5.3,4,125,BAL,Javorius Allen,RB,24,2015,0,0,0,,,12,,,,,,93,367,0,29,242,2,,,,USC,College Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Adrian Amos,Adrian,Amos,FS,6,0,72,218,0,0,4.56,0,0,4.03,7.09,35.5,122,0,0,Penn St.,,0,0,0,5.5,5,142,CHI,Adrian Amos,FS,22,2015,0,0,1,,,12,,,,,,,,,,,,44,,1,Penn St.,College Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
